ParameterIndex,X,SNAIL,miR34,miR200,ZEB,KEAP1,Ecadherin,NRF2,Weight
6752,-1,1,-1,-1,1,1,1,-1,1
6756,-1,-1,1,1,-1,-1,1,-1,1
6757,1,1,-1,-1,1,1,-1,-1,1
6761,-1,-1,1,1,-1,-1,1,-1,1
6762,1,1,1,-1,-1,1,1,-1,1
6764,1,-1,1,1,-1,-1,1,1,1
6765,1,1,-1,-1,1,1,-1,-1,1
6769,-1,-1,1,1,-1,-1,1,1,1
6770,1,1,-1,-1,1,1,-1,-1,1
6775,1,1,-1,1,-1,1,1,-1,1
6777,1,-1,-1,-1,1,1,-1,1,1
6779,1,-1,1,1,-1,-1,1,-1,1
6781,1,1,1,1,-1,-1,1,-1,1
6783,1,1,-1,-1,1,1,-1,-1,1
6797,-1,-1,1,1,-1,-1,1,-1,1
6800,-1,1,-1,-1,1,1,1,-1,1
6801,1,1,1,1,-1,-1,1,-1,1
6802,-1,-1,1,1,-1,-1,1,1,1
6809,-1,1,-1,-1,1,1,-1,1,1
6810,1,-1,1,1,-1,-1,1,-1,1
6811,-1,-1,1,1,-1,-1,1,1,1
6816,-1,1,-1,-1,1,1,-1,1,1
6817,1,1,1,1,-1,1,1,1,1
6823,-1,-1,1,1,-1,-1,1,1,1
6824,-1,-1,1,1,-1,-1,1,1,1
6825,1,1,-1,-1,1,1,-1,1,1
6826,1,1,-1,-1,1,1,1,1,1
6827,-1,-1,1,1,-1,-1,1,-1,1
6829,1,1,-1,-1,-1,1,1,-1,1
6834,-1,-1,1,1,-1,-1,1,-1,1
6845,1,-1,1,1,-1,-1,1,1,1
6851,-1,1,-1,-1,1,1,-1,-1,1
6853,-1,1,1,1,-1,-1,1,-1,1
6859,1,-1,-1,-1,1,1,-1,-1,1
6861,-1,1,-1,-1,1,1,-1,-1,1
6865,1,1,-1,-1,1,1,-1,-1,1
6870,-1,-1,1,1,-1,-1,1,1,1
6871,1,1,-1,-1,1,1,1,-1,1
6872,-1,1,-1,-1,1,1,-1,1,1
6873,-1,1,-1,-1,1,1,-1,1,1
6874,-1,1,1,1,-1,-1,1,-1,1
6876,1,1,1,1,1,-1,1,-1,1
6877,-1,1,-1,-1,1,1,-1,-1,1
6880,1,1,-1,-1,1,1,-1,1,1
6882,1,1,-1,-1,1,1,1,-1,1
6887,-1,-1,1,1,-1,-1,1,-1,1
6891,1,1,1,1,-1,-1,1,1,1
6894,-1,-1,1,1,-1,-1,1,1,1
6896,1,-1,1,1,-1,-1,1,-1,1
6897,1,1,1,1,-1,-1,1,-1,1
6899,-1,1,-1,-1,1,1,-1,-1,1
6903,1,1,-1,-1,1,1,-1,1,1
6904,1,-1,1,1,-1,-1,1,1,1
6906,-1,1,-1,-1,1,1,1,-1,1
6911,-1,1,-1,-1,1,1,-1,-1,1
6914,-1,-1,1,1,-1,-1,1,1,1
6917,1,1,1,1,-1,-1,1,-1,1
6920,-1,-1,1,1,-1,-1,1,1,1
6923,-1,-1,1,1,-1,-1,1,1,1
6926,-1,-1,1,1,-1,-1,1,1,1
6928,-1,1,-1,-1,1,1,-1,-1,1
6939,-1,1,-1,-1,1,1,-1,-1,1
6940,1,1,1,1,-1,-1,1,-1,1
6943,1,-1,1,1,-1,1,1,-1,1
6947,-1,-1,1,1,-1,-1,1,-1,1
6948,1,-1,1,1,-1,-1,1,1,1
6949,1,-1,1,1,-1,-1,1,1,1
6950,1,-1,1,1,-1,-1,1,-1,1
6956,-1,-1,1,1,-1,-1,1,1,1
6964,1,-1,1,1,-1,-1,1,1,1
6965,1,1,-1,-1,1,1,-1,-1,1
6966,1,1,1,1,-1,1,1,-1,1
6967,1,-1,1,1,-1,-1,1,1,1
6972,1,-1,1,1,-1,-1,1,1,1
6973,1,1,-1,-1,1,1,-1,-1,1
6974,-1,-1,1,1,-1,-1,1,1,1
6975,-1,-1,1,1,-1,1,1,1,1
6978,-1,-1,1,1,-1,-1,1,1,1
6979,1,-1,1,1,-1,-1,1,1,1
6980,-1,1,-1,-1,1,1,-1,1,1
6984,-1,-1,1,1,-1,-1,1,1,1
6987,1,-1,1,1,-1,1,1,-1,1
6988,1,-1,1,1,-1,-1,1,1,1
6998,1,1,1,1,-1,-1,1,-1,1
7006,-1,-1,1,1,-1,-1,1,1,1
7009,1,-1,1,1,-1,-1,1,-1,1
7017,1,1,-1,-1,1,1,-1,1,1
7022,-1,-1,-1,-1,1,1,-1,1,1
7023,1,-1,1,1,-1,-1,1,1,1
7025,-1,-1,1,1,-1,-1,1,-1,1
7031,1,-1,1,1,-1,-1,1,1,1
7034,-1,-1,-1,-1,1,1,-1,1,1
7036,1,-1,1,1,-1,-1,1,-1,1
7038,1,1,-1,-1,1,1,-1,-1,1
7039,-1,1,1,1,-1,-1,1,-1,1
7040,-1,1,-1,-1,1,1,-1,1,1
7041,-1,1,-1,-1,1,1,-1,1,1
7044,1,1,-1,-1,1,1,-1,1,1
7049,1,1,-1,-1,1,1,-1,-1,1
7050,1,-1,1,1,-1,-1,1,1,1
7051,-1,1,1,1,-1,1,1,-1,1
7052,1,-1,1,1,-1,-1,1,1,1
7056,1,1,1,1,-1,-1,1,-1,1
7058,1,-1,1,1,-1,-1,1,1,1
7062,1,-1,1,1,-1,-1,1,-1,1
7063,-1,-1,1,1,-1,-1,1,1,1
7067,1,1,-1,-1,1,1,-1,1,1
7069,-1,-1,1,1,-1,-1,1,1,1
7071,-1,-1,1,1,-1,-1,1,-1,1
7072,1,-1,1,1,-1,-1,1,1,1
7074,1,-1,1,-1,-1,-1,1,-1,1
7075,-1,1,-1,-1,1,1,-1,-1,1
7080,-1,-1,1,1,-1,-1,1,-1,1
7083,-1,-1,1,1,-1,-1,1,-1,1
7087,-1,1,1,1,-1,-1,1,-1,1
7089,-1,1,1,1,-1,-1,1,-1,1
7090,1,-1,1,1,-1,-1,1,1,1
7091,1,-1,1,1,-1,-1,1,-1,1
7095,1,1,-1,-1,1,1,-1,-1,1
7102,-1,1,-1,-1,1,1,-1,1,1
7105,-1,1,-1,-1,1,1,-1,-1,1
7110,1,1,-1,-1,1,1,-1,-1,1
7112,-1,-1,1,1,-1,-1,1,1,1
7114,-1,-1,1,1,-1,-1,1,1,1
7115,-1,-1,1,1,-1,-1,1,-1,1
7116,1,1,-1,-1,1,1,-1,-1,1
7119,-1,-1,1,1,-1,-1,1,1,1
7121,1,1,-1,-1,1,1,-1,-1,1
7122,-1,1,-1,-1,1,1,-1,-1,1
7127,1,-1,1,1,-1,-1,1,-1,1
7135,1,1,-1,-1,1,1,-1,-1,1
7137,-1,1,-1,-1,1,1,-1,-1,1
7138,-1,1,1,1,-1,-1,1,-1,1
7140,1,-1,1,1,-1,-1,1,1,1
7141,1,1,-1,-1,1,1,-1,1,1
7143,1,1,-1,-1,1,1,-1,-1,1
7150,-1,1,-1,-1,1,1,-1,-1,1
7151,-1,-1,1,1,-1,-1,1,1,1
7152,1,-1,1,1,-1,-1,1,1,1
7154,-1,-1,1,1,-1,-1,1,-1,1
7160,1,-1,1,1,-1,-1,1,-1,1
7163,-1,1,-1,-1,1,1,-1,1,1
7165,1,1,-1,-1,1,1,1,-1,1
7167,-1,1,-1,-1,1,1,-1,-1,1
7172,-1,1,1,-1,-1,-1,1,1,1
7174,1,-1,1,1,-1,-1,1,-1,1
7177,1,-1,1,1,-1,-1,1,1,1
7178,-1,1,-1,-1,1,1,-1,1,1
7179,1,1,-1,-1,1,1,-1,-1,1
7182,1,1,1,1,-1,-1,1,-1,1
7187,-1,-1,1,1,-1,-1,1,-1,1
7188,1,-1,1,1,-1,-1,1,1,1
7190,1,1,-1,-1,1,1,-1,-1,1
7196,1,1,-1,-1,1,1,-1,-1,1
7198,1,-1,-1,-1,1,1,1,1,1
7199,-1,1,1,1,-1,-1,1,1,1
7200,-1,1,-1,-1,1,1,-1,-1,1
7202,1,1,-1,-1,-1,1,1,-1,1
7205,-1,-1,-1,-1,1,1,-1,1,1
7206,-1,1,-1,-1,1,1,-1,-1,1
7207,1,-1,1,1,-1,-1,1,1,1
7210,-1,-1,1,1,-1,-1,1,1,1
7219,-1,-1,1,1,-1,-1,1,-1,1
7221,-1,1,-1,-1,1,1,-1,1,1
7228,1,1,-1,-1,1,1,-1,-1,1
7229,-1,-1,1,1,-1,-1,1,1,1
7233,-1,1,-1,-1,1,1,-1,1,1
7236,1,-1,-1,-1,1,1,-1,1,1
7237,-1,1,-1,-1,1,-1,-1,1,1
7238,-1,-1,1,1,-1,-1,1,-1,1
7239,-1,1,-1,-1,1,1,-1,1,1
7244,-1,1,1,1,-1,-1,1,-1,1
7245,-1,-1,1,1,-1,-1,1,1,1
7248,-1,1,1,1,-1,-1,1,-1,1
7251,-1,-1,1,1,-1,-1,1,1,1
7252,1,1,-1,-1,1,1,-1,1,1
7254,1,-1,1,1,-1,-1,1,-1,1
7256,-1,1,-1,1,-1,1,1,-1,1
7257,1,1,-1,1,-1,1,1,1,1
7258,-1,-1,1,1,-1,-1,1,-1,1
7259,1,1,-1,1,-1,1,1,-1,1
7261,-1,1,-1,-1,1,1,-1,-1,1
7262,-1,1,-1,-1,1,1,-1,-1,1
7269,-1,1,-1,-1,1,1,-1,-1,1
7270,1,-1,1,1,-1,-1,1,1,1
7277,-1,1,-1,-1,1,1,-1,-1,1
7278,1,1,1,1,-1,-1,1,-1,1
7280,-1,-1,1,1,-1,-1,1,1,1
7282,1,1,-1,-1,1,1,-1,-1,1
7288,1,1,-1,-1,1,1,-1,1,1
7289,1,1,1,1,-1,-1,1,-1,1
7294,-1,-1,1,1,-1,-1,1,1,1
7296,-1,-1,1,1,-1,-1,1,-1,1
7299,-1,1,-1,-1,1,1,-1,-1,1
7302,-1,-1,1,1,-1,-1,1,1,1
7307,1,1,-1,-1,1,1,-1,-1,1
7310,-1,-1,-1,-1,1,1,-1,-1,1
7312,1,-1,1,1,-1,-1,1,1,1
7313,-1,-1,1,1,-1,-1,1,1,1
7314,-1,1,-1,-1,1,1,-1,-1,1
7315,1,-1,1,1,-1,-1,1,1,1
7316,-1,-1,1,1,-1,-1,1,1,1
7318,1,-1,1,1,-1,-1,1,1,1
7322,-1,1,-1,-1,1,1,-1,1,1
7324,1,-1,1,1,-1,-1,1,1,1
7329,1,-1,1,-1,-1,1,1,-1,1
7332,-1,1,-1,-1,1,1,-1,-1,1
7334,1,1,-1,-1,1,1,-1,1,1
7335,-1,1,-1,-1,1,1,-1,-1,1
7336,-1,-1,1,1,-1,1,1,-1,1
7341,1,-1,1,1,-1,-1,1,1,1
7342,-1,1,-1,-1,1,1,-1,1,1
7345,1,1,-1,-1,1,1,-1,-1,1
7348,1,-1,1,1,-1,-1,1,1,1
7350,1,1,-1,-1,1,1,-1,1,1
7352,-1,-1,-1,-1,1,1,-1,1,1
7354,-1,1,1,1,-1,-1,1,-1,1
7355,-1,1,1,1,-1,-1,1,-1,1
7356,1,1,-1,-1,1,1,-1,-1,1
7359,-1,1,-1,-1,1,1,-1,-1,1
7364,1,1,1,1,-1,1,1,-1,1
7368,-1,-1,1,1,-1,-1,1,1,1
7369,1,-1,1,1,-1,-1,1,-1,1
7370,1,-1,1,1,-1,-1,1,1,1
7371,-1,1,-1,-1,1,1,-1,1,1
7372,-1,-1,1,-1,1,-1,-1,1,1
7373,-1,1,-1,-1,-1,1,1,-1,1
7376,-1,1,1,1,-1,-1,1,-1,1
7377,1,-1,1,1,-1,-1,1,-1,1
7380,-1,1,-1,-1,1,1,-1,1,1
7384,-1,1,-1,-1,1,1,-1,1,1
7386,1,-1,1,1,-1,-1,1,1,1
7388,-1,1,-1,-1,1,1,-1,-1,1
7393,-1,-1,1,1,-1,-1,1,-1,1
7394,-1,1,1,1,-1,-1,1,-1,1
7395,1,1,-1,-1,1,1,1,1,1
7397,1,1,-1,-1,1,1,-1,1,1
7399,-1,1,-1,1,-1,-1,1,-1,1
7404,-1,-1,1,1,-1,-1,1,1,1
7405,1,1,-1,-1,1,1,-1,-1,1
7409,1,-1,-1,1,-1,1,1,-1,1
7410,1,1,-1,-1,1,1,-1,1,1
7411,-1,-1,1,1,-1,-1,1,1,1
7415,1,-1,1,1,-1,-1,1,1,1
7416,1,-1,1,1,-1,-1,1,-1,1
7417,1,-1,1,1,-1,-1,1,-1,1
7418,-1,-1,1,1,-1,-1,1,1,1
7421,-1,1,1,1,-1,1,1,-1,1
7422,1,-1,1,1,-1,-1,1,1,1
7427,-1,-1,1,1,-1,-1,1,-1,1
7429,-1,1,-1,-1,1,1,-1,-1,1
7432,-1,-1,1,1,-1,-1,1,1,1
7435,-1,1,-1,-1,1,1,-1,-1,1
7436,-1,1,-1,-1,1,1,-1,-1,1
7444,-1,-1,1,1,-1,-1,1,-1,1
7446,1,1,-1,-1,1,1,-1,-1,1
7448,-1,1,-1,-1,1,1,-1,-1,1
7450,-1,-1,1,1,-1,-1,1,1,1
7453,-1,1,1,-1,-1,1,1,-1,1
7454,-1,1,-1,-1,1,1,-1,-1,1
7457,-1,1,-1,-1,1,1,-1,1,1
7461,-1,-1,1,1,-1,-1,1,1,1
7462,1,1,-1,-1,1,1,-1,1,1
7465,1,1,1,1,-1,-1,1,1,1
7468,-1,1,-1,-1,1,-1,-1,1,1
7471,-1,-1,-1,-1,1,1,-1,1,1
7475,-1,1,1,-1,-1,1,1,-1,1
7476,-1,1,-1,-1,-1,-1,1,-1,1
7479,-1,-1,1,1,-1,-1,1,-1,1
7489,1,1,-1,-1,1,1,-1,-1,1
7492,1,-1,1,1,-1,1,1,-1,1
7494,-1,-1,1,1,-1,-1,1,1,1
7495,1,1,1,-1,1,1,-1,1,1
7496,-1,1,-1,-1,1,1,-1,1,1
7503,-1,1,-1,-1,1,1,-1,-1,1
7506,-1,1,-1,-1,1,1,-1,1,1
7507,1,1,-1,-1,1,1,-1,-1,1
7509,-1,1,-1,-1,1,1,-1,1,1
7510,-1,1,-1,-1,1,1,-1,1,1
7514,-1,-1,1,1,-1,-1,1,-1,1
7516,-1,1,-1,-1,1,1,-1,1,1
7519,-1,1,-1,-1,1,1,-1,1,1
7520,-1,1,-1,-1,1,1,-1,1,1
7521,-1,1,-1,-1,1,1,-1,1,1
7528,1,1,-1,-1,1,1,-1,1,1
7530,-1,-1,1,1,-1,-1,1,-1,1
7531,-1,1,1,-1,1,1,-1,-1,1
7532,-1,-1,1,1,-1,-1,1,1,1
7539,1,1,-1,-1,1,1,-1,-1,1
7541,-1,1,-1,-1,1,1,-1,1,1
7542,1,-1,1,1,-1,-1,1,1,1
7547,1,1,-1,-1,1,1,-1,1,1
7548,-1,-1,1,1,-1,-1,1,1,1
7553,1,1,-1,-1,1,1,-1,-1,1
7554,-1,1,-1,-1,1,1,-1,-1,1
7555,-1,-1,-1,-1,1,1,-1,1,1
7556,-1,1,1,1,-1,-1,1,1,1
7558,-1,-1,1,1,-1,-1,1,-1,1
7559,1,-1,1,1,-1,-1,1,1,1
7561,1,-1,1,1,-1,-1,1,1,1
7565,1,-1,1,1,-1,-1,1,1,1
7568,1,-1,1,1,-1,1,1,1,1
7570,1,-1,-1,-1,1,1,-1,-1,1
7577,-1,-1,1,1,-1,-1,1,1,1
7580,-1,-1,1,1,-1,-1,1,1,1
7581,1,1,-1,-1,1,1,-1,-1,1
7583,-1,1,-1,-1,1,1,-1,1,1
7584,1,1,-1,-1,1,1,-1,1,1
7589,-1,1,-1,1,-1,-1,1,-1,1
7590,-1,1,1,1,-1,-1,1,-1,1
7594,1,-1,1,1,-1,-1,1,-1,1
7595,1,-1,1,1,-1,-1,1,1,1
7599,-1,-1,-1,-1,1,1,-1,1,1
7604,-1,-1,1,1,-1,-1,1,1,1
7607,-1,-1,1,1,-1,-1,1,-1,1
7608,-1,-1,-1,-1,1,1,-1,1,1
7610,-1,-1,1,1,-1,-1,1,-1,1
7611,-1,1,1,1,1,1,1,-1,1
7614,-1,-1,-1,-1,1,1,-1,1,1
7616,-1,1,-1,-1,1,1,1,-1,1
7619,1,-1,1,1,-1,-1,1,1,1
7620,1,-1,1,1,-1,-1,1,-1,1
7621,-1,-1,1,1,-1,-1,1,-1,1
7623,1,1,-1,-1,1,1,-1,1,1
7626,1,1,-1,-1,1,1,-1,-1,1
7630,1,-1,1,1,-1,-1,1,1,1
7631,1,1,-1,-1,1,1,-1,1,1
7632,-1,1,-1,-1,1,1,-1,1,1
7637,-1,-1,1,1,-1,-1,1,-1,1
7640,-1,1,1,1,-1,-1,1,1,1
7643,1,-1,1,1,-1,-1,1,-1,1
7645,1,1,-1,-1,1,1,-1,-1,1
7646,1,1,1,1,-1,1,1,-1,1
7650,1,1,-1,-1,1,1,-1,1,1
7651,-1,1,-1,-1,1,1,-1,-1,1
7653,1,-1,1,1,-1,-1,1,-1,1
7654,1,-1,1,1,-1,-1,1,-1,1
7655,-1,-1,1,1,-1,-1,1,1,1
7656,1,1,1,1,-1,-1,1,-1,1
7657,-1,-1,1,1,-1,-1,1,-1,1
7658,-1,-1,1,1,-1,-1,1,1,1
7659,1,-1,1,1,-1,-1,1,1,1
7664,-1,1,-1,-1,1,1,-1,-1,1
7667,-1,1,1,1,-1,-1,1,-1,1
7671,1,-1,1,1,-1,-1,1,-1,1
7676,1,-1,1,1,-1,-1,1,1,1
7677,1,-1,1,1,-1,-1,1,-1,1
7678,1,1,1,1,-1,-1,1,-1,1
7683,1,-1,1,1,-1,-1,1,1,1
7684,1,-1,1,1,-1,-1,1,1,1
7685,-1,-1,1,1,-1,1,1,-1,1
7687,-1,-1,1,1,-1,-1,1,1,1
7691,1,1,-1,-1,1,1,-1,-1,1
7699,-1,-1,1,1,-1,-1,1,1,1
7700,-1,1,-1,-1,1,1,1,1,1
7712,-1,1,-1,-1,1,1,-1,-1,1
7713,1,1,-1,-1,-1,-1,1,-1,1
7715,1,1,-1,-1,1,1,-1,-1,1
7717,1,1,-1,-1,1,1,-1,1,1
7723,1,1,-1,-1,1,1,-1,-1,1
7724,1,-1,1,1,-1,-1,1,-1,1
7728,1,-1,1,1,-1,-1,1,-1,1
7730,1,1,-1,-1,1,1,-1,1,1
7731,-1,1,-1,-1,1,1,-1,1,1
7733,1,1,-1,-1,1,1,-1,1,1
7735,1,1,1,1,-1,-1,1,-1,1
7736,-1,-1,1,1,-1,-1,1,1,1
7740,-1,-1,1,-1,1,1,-1,1,1
7743,1,1,-1,-1,1,1,1,-1,1
7744,-1,-1,1,1,-1,-1,1,1,1
7745,-1,-1,1,1,-1,-1,1,1,1
7747,-1,-1,1,1,-1,-1,1,1,1
7749,1,1,1,1,-1,-1,1,1,1
7755,1,1,-1,-1,1,1,-1,-1,1
7757,-1,-1,1,1,-1,-1,1,-1,1
7762,1,1,-1,-1,1,1,-1,1,1
7763,1,-1,1,1,-1,-1,1,-1,1
7766,-1,-1,-1,-1,1,1,-1,-1,1
7767,-1,-1,1,1,-1,-1,1,1,1
7770,-1,1,-1,-1,1,1,-1,-1,1
7773,-1,-1,1,1,-1,-1,1,1,1
7777,1,-1,1,1,-1,-1,1,-1,1
7783,1,-1,1,1,-1,-1,1,1,1
7789,1,1,1,1,-1,-1,1,-1,1
7791,-1,1,-1,-1,1,1,-1,1,1
7794,1,1,1,1,-1,-1,1,1,1
7798,1,-1,1,1,-1,-1,1,1,1
7799,-1,1,-1,1,-1,1,1,-1,1
7801,-1,-1,1,1,-1,-1,1,-1,1
7807,-1,-1,1,1,-1,-1,1,1,1
7808,-1,1,1,-1,-1,1,1,-1,1
7809,1,1,-1,-1,1,1,-1,-1,1
7810,-1,-1,-1,-1,1,1,1,1,1
7811,1,1,1,-1,1,1,-1,1,1
7815,-1,1,-1,-1,1,1,-1,-1,1
7817,1,1,-1,-1,1,1,-1,1,1
7818,1,1,-1,-1,1,1,-1,-1,1
7820,-1,1,-1,1,1,1,-1,-1,1
7822,1,1,-1,-1,1,1,-1,-1,1
7823,1,-1,1,1,-1,-1,1,-1,1
7826,1,1,1,1,-1,-1,1,1,1
7827,1,1,-1,-1,1,1,-1,-1,1
7828,-1,1,-1,1,-1,1,1,-1,1
7830,1,-1,-1,-1,1,1,-1,-1,1
7833,-1,1,-1,-1,1,1,-1,-1,1
7837,-1,-1,1,1,-1,-1,1,-1,1
7839,-1,-1,1,1,-1,-1,1,-1,1
7843,1,1,-1,-1,1,1,-1,-1,1
7847,-1,-1,1,1,-1,-1,1,1,1
7849,-1,-1,1,1,-1,-1,1,-1,1
7851,1,1,-1,-1,1,1,-1,-1,1
7852,-1,-1,1,1,-1,-1,1,-1,1
7855,1,-1,1,-1,1,1,-1,1,1
7857,-1,1,-1,-1,1,1,-1,-1,1
7859,-1,1,-1,-1,1,1,-1,-1,1
7860,-1,-1,1,1,-1,-1,1,-1,1
7861,1,-1,1,1,-1,-1,1,1,1
7864,1,1,-1,-1,1,1,-1,1,1
7865,-1,-1,-1,-1,1,1,-1,1,1
7866,-1,1,-1,-1,1,1,-1,1,1
7868,1,-1,1,1,-1,-1,1,-1,1
7869,-1,1,-1,-1,1,1,1,-1,1
7870,1,-1,1,1,-1,-1,1,1,1
7877,1,-1,1,1,-1,-1,1,1,1
7880,1,-1,-1,-1,1,1,-1,1,1
7883,-1,1,-1,-1,1,1,-1,1,1
7885,1,-1,1,1,-1,1,1,-1,1
7886,1,-1,1,1,-1,-1,1,1,1
7887,1,-1,1,1,-1,-1,1,1,1
7890,-1,1,-1,-1,1,1,-1,1,1
7896,1,-1,1,1,-1,-1,1,1,1
7897,-1,-1,1,1,-1,-1,1,1,1
7899,-1,1,1,-1,1,1,-1,-1,1
7900,-1,-1,1,1,-1,-1,1,1,1
7906,1,1,1,1,-1,-1,1,-1,1
7908,-1,-1,-1,-1,1,1,-1,1,1
7915,-1,-1,1,1,-1,1,1,-1,1
7924,1,1,-1,-1,1,1,-1,1,1
7925,-1,-1,1,1,-1,-1,1,-1,1
7927,-1,-1,1,1,-1,-1,1,-1,1
7932,1,1,-1,-1,1,1,-1,1,1
7933,-1,-1,1,1,-1,-1,1,-1,1
7934,-1,1,1,1,-1,-1,1,-1,1
7937,-1,1,-1,-1,1,1,-1,1,1
7940,-1,-1,1,1,-1,-1,1,1,1
7941,1,1,1,1,-1,-1,1,1,1
7944,1,-1,-1,1,1,1,-1,1,1
7948,1,1,-1,-1,1,1,-1,-1,1
7949,1,-1,1,1,-1,-1,1,-1,1
7950,1,-1,1,1,-1,-1,1,1,1
7953,1,1,1,1,-1,-1,1,-1,1
7956,-1,-1,1,1,-1,-1,1,-1,1
7957,-1,-1,1,1,-1,-1,1,1,1
7958,-1,-1,1,-1,1,1,-1,-1,1
7962,-1,-1,1,1,-1,-1,1,1,1
7964,1,1,1,-1,1,1,-1,1,1
7971,1,-1,1,1,-1,-1,1,1,1
7974,-1,-1,1,1,-1,-1,1,-1,1
7975,1,-1,1,1,-1,-1,1,-1,1
7981,-1,-1,1,1,-1,-1,1,-1,1
7986,-1,1,1,1,-1,-1,1,-1,1
7987,1,-1,1,1,-1,-1,1,1,1
7992,1,1,1,1,-1,-1,1,-1,1
7994,-1,-1,1,1,-1,-1,1,1,1
7999,1,1,1,1,-1,1,1,-1,1
8000,-1,-1,1,1,-1,-1,1,1,1
8004,-1,-1,-1,-1,1,1,-1,1,1
8009,1,-1,1,1,-1,-1,1,-1,1
8010,-1,-1,1,1,-1,-1,1,-1,1
8011,1,1,-1,-1,1,1,-1,-1,1
8014,-1,-1,1,1,-1,-1,1,1,1
8015,1,-1,-1,1,-1,-1,1,1,1
8017,1,-1,1,1,-1,-1,1,-1,1
8018,1,1,-1,-1,-1,1,1,-1,1
8020,1,1,-1,-1,1,1,-1,1,1
8021,-1,1,-1,-1,1,1,-1,1,1
8023,-1,1,1,1,-1,-1,1,-1,1
8025,-1,-1,-1,1,-1,-1,1,-1,1
8028,1,-1,1,1,-1,-1,1,-1,1
8032,1,-1,1,1,-1,1,1,1,1
8036,-1,1,-1,1,-1,-1,1,-1,1
8037,-1,1,-1,-1,1,1,-1,-1,1
8043,1,-1,1,1,-1,-1,1,-1,1
8045,-1,-1,1,1,-1,-1,1,1,1
8048,-1,1,-1,-1,1,1,-1,-1,1
8049,-1,1,-1,1,1,1,-1,1,1
8051,1,-1,1,1,-1,-1,1,1,1
8054,-1,-1,1,1,1,1,1,-1,1
8058,1,1,-1,-1,1,1,-1,-1,1
8059,1,-1,1,1,-1,-1,1,1,1
8067,1,1,-1,-1,1,1,-1,-1,1
8071,1,-1,1,1,-1,-1,1,1,1
8076,-1,1,-1,-1,1,1,-1,1,1
8078,-1,-1,1,1,-1,-1,1,-1,1
8081,-1,-1,1,1,-1,-1,1,-1,1
8082,-1,1,-1,-1,1,1,-1,-1,1
8083,1,-1,1,1,-1,-1,1,-1,1
8084,-1,-1,1,1,-1,-1,1,1,1
8089,-1,1,1,1,-1,-1,1,1,1
8091,1,-1,1,1,-1,-1,1,-1,1
8096,1,1,-1,1,1,1,-1,-1,1
8098,-1,1,-1,-1,1,1,-1,1,1
8099,-1,1,-1,-1,1,1,-1,-1,1
8100,1,1,1,-1,1,1,1,-1,1
8106,-1,1,1,1,-1,-1,1,1,1
8108,1,1,1,1,-1,-1,1,1,1
8112,1,1,1,1,-1,-1,1,-1,1
8114,-1,-1,1,1,-1,-1,1,-1,1
8117,-1,1,-1,-1,1,1,-1,1,1
8118,1,-1,1,1,-1,-1,1,1,1
8121,-1,-1,1,1,-1,-1,1,-1,1
8124,-1,1,-1,1,-1,-1,1,1,1
8126,-1,1,1,1,-1,-1,1,1,1
8127,1,-1,1,1,-1,-1,1,1,1
8128,1,1,1,1,-1,-1,1,1,1
8131,-1,1,-1,-1,1,1,-1,-1,1
8137,1,1,-1,-1,1,1,-1,1,1
8140,-1,-1,1,1,-1,-1,1,1,1
8144,-1,-1,1,1,-1,-1,1,1,1
8146,-1,1,1,1,-1,1,1,-1,1
8151,-1,1,-1,-1,1,1,-1,-1,1
8153,-1,1,-1,-1,1,1,-1,1,1
8154,1,1,-1,-1,1,1,-1,1,1
8156,-1,-1,-1,-1,1,1,-1,-1,1
8159,-1,-1,1,1,-1,-1,1,1,1
8161,-1,-1,-1,-1,1,1,-1,1,1
8162,-1,1,-1,1,-1,1,1,-1,1
8167,-1,-1,1,1,-1,-1,1,-1,1
8169,1,1,-1,-1,1,1,-1,-1,1
8171,1,1,-1,-1,1,1,-1,-1,1
8172,-1,1,-1,-1,1,1,-1,-1,1
8174,1,1,-1,-1,1,1,-1,-1,1
8177,1,-1,1,1,-1,-1,1,-1,1
8180,-1,-1,-1,-1,1,1,-1,-1,1
8181,-1,1,-1,-1,1,1,-1,-1,1
8184,-1,-1,1,1,-1,-1,1,-1,1
8185,1,-1,1,1,-1,-1,1,1,1
8189,-1,-1,-1,-1,1,1,-1,-1,1
8192,-1,1,1,-1,-1,1,1,-1,1
8195,-1,-1,1,1,-1,-1,1,-1,1
8197,-1,1,1,1,-1,-1,1,-1,1
8201,-1,-1,1,1,-1,-1,1,-1,1
8204,1,1,-1,-1,1,1,-1,1,1
8205,1,-1,1,-1,-1,1,1,1,1
8208,-1,1,-1,-1,1,1,-1,-1,1
8210,-1,-1,1,1,-1,-1,1,1,1
8213,1,-1,1,1,-1,-1,1,1,1
8214,1,-1,1,1,-1,1,1,-1,1
8215,-1,-1,1,1,-1,-1,1,-1,1
8216,1,1,-1,-1,1,1,-1,1,1
8219,-1,-1,1,1,-1,-1,1,1,1
8221,1,-1,1,1,-1,-1,1,-1,1
8223,1,1,-1,-1,1,1,-1,-1,1
8224,1,-1,1,1,-1,-1,1,-1,1
8227,1,-1,-1,-1,1,-1,-1,1,1
8231,-1,1,-1,-1,1,1,-1,-1,1
8232,-1,-1,1,1,-1,-1,1,1,1
8238,1,1,1,1,-1,-1,1,-1,1
8239,1,-1,1,1,-1,-1,1,1,1
8241,1,-1,1,1,-1,-1,1,1,1
