"plast_2","JSD","pos_cycle","network","logJSD","JSD_tag"
0.7126,0.00343512010231705,4,"Perturbations/GRHL2act",-5.67370338963462,-6
0.4657,0.0162375604132797,3,"Perturbations/GRHL2act",-4.12042817639005,-5
0.5548,0.384537551493073,3,"Perturbations/GRHL2act",-0.955713831624232,-1
0.6458,0.00445800032478932,3,"Perturbations/GRHL2act",-5.41305497116307,-6
0.5439,0.00302891428575424,3,"Perturbations/GRHL2act",-5.79955104520661,-6
0.5047,0.00668847144283926,3,"Perturbations/GRHL2act",-5.00736991482895,-6
0.5435,0.0604783316099369,3,"Perturbations/GRHL2act",-2.80547013330589,-3
0.7295,0.00698561187500611,4,"Perturbations/GRHL2act",-4.96390269168366,-5
0.7537,0.000975905223626642,4,"Perturbations/GRHL2act",-6.93214508320628,-7
0.551,0.0103742149885729,3,"Perturbations/GRHL2act",-4.56843187948003,-5
0.5621,0.0479609809245356,4,"Perturbations/GRHL2act",-3.03736749606001,-4
0.8054,0.0179374948723832,6,"Perturbations/GRHL2act",-4.02086207132251,-5
0.7551,0.0187019335797875,5,"Perturbations/GRHL2act",-3.97912836047837,-4
0.5963,0.0596202392154483,4,"Perturbations/GRHL2act",-2.81976017840466,-3
0.677,0.0111246848142459,4,"Perturbations/GRHL2act",-4.49858878263491,-5
0.5801,0.0010974661232359,4,"Perturbations/GRHL2act",-6.81475128070238,-7
0.7154,0.00290426328441721,5,"Perturbations/GRHL2act",-5.8415755234511,-6
0.701,0.000207362710292373,4,"Perturbations/GRHL2act",-8.48104107441716,-9
0.8633,0.0146657593455695,6,"Perturbations/GRHL2act",-4.22223979844765,-5
0.5707,0.0441354170752333,4,"Perturbations/GRHL2act",-3.1204927105663,-4
0.6317,0.0112008585245287,5,"Perturbations/GRHL2act",-4.49176484964308,-5
0.6146,0.0539413401053292,4,"Perturbations/GRHL2act",-2.91985811720896,-3
0.6459,0.0130510435513117,4,"Perturbations/GRHL2act",-4.33888718279276,-5
0.8094,0.00450108075841575,6,"Perturbations/GRHL2act",-5.40343774250488,-6
0.7623,0.00391745729105211,5,"Perturbations/GRHL2act",-5.54231248588616,-6
0.6572,0.0267381405031197,4,"Perturbations/GRHL2act",-3.62166424962464,-4
0.69,1e-04,4,"Perturbations/GRHL2act",-9.21034037197618,-10
0.4758,0.0546194666366154,5,"Perturbations/NRF2",-2.9073649279675,-3
0.6193,0.0531795797368474,7,"Perturbations/NRF2",-2.93408079585273,-3
0.7054,0.0512501055969282,9,"Perturbations/NRF2",-2.97103760053787,-3
0.6245,0.0357416751907124,7,"Perturbations/NRF2",-3.33143789875689,-4
0.6507,0.0987516396161872,7,"Perturbations/NRF2",-2.31514727163052,-3
0.5654,0.41391726402991,6,"Perturbations/NRF2",-0.882089170466945,-1
0.4635,0.079622011650726,7,"Perturbations/NRF2",-2.53046469608324,-3
0.4015,0.295261127676884,6,"Perturbations/NRF2",-1.21989513561612,-2
0.3565,0.0546492059069421,7,"Perturbations/NRF2",-2.90682059498772,-3
0.4887,0.308587019131341,6,"Perturbations/NRF2",-1.1757514036729,-2
0.5235,0.604983049541211,9,"Perturbations/NRF2",-0.502554838631042,-1
0.5549,0.0943886038142857,6,"Perturbations/NRF2",-2.3603349354245,-3
0.6446,0.0283078867813398,8,"Perturbations/NRF2",-3.56461482830536,-4
0.7223,0.133470090386098,10,"Perturbations/NRF2",-2.0138778682947,-3
0.3944,0.0363834910625738,7,"Perturbations/NRF2",-3.31364014945781,-4
0.609,0.0031770601454342,8,"Perturbations/NRF2",-5.75179899235548,-6
0.5247,0.348666041489376,5,"Perturbations/NRF2",-1.05364071607849,-2
0.6102,0.0245545693287547,7,"Perturbations/NRF2",-3.70685731868955,-4
0.6346,0.0217331453740634,8,"Perturbations/NRF2",-3.8289167471877,-4
0.6827,0.706359603572935,6,"Perturbations/NRF2",-0.347630817662617,-1
0.6546,0.0292372710312484,6,"Perturbations/NRF2",-3.53231097844074,-4
0.5742,0.58656682858698,6,"Perturbations/NRF2",-0.533468672644981,-1
0.5554,0.00967337296157666,6,"Perturbations/NRF2",-4.63837822355442,-5
0.4671,0.0684477616748626,6,"Perturbations/NRF2",-2.68168442793044,-3
0.4735,0.0123034530331067,7,"Perturbations/NRF2",-4.39787532160337,-5
0.5213,0.0727505644349597,6,"Perturbations/NRF2",-2.62071861440449,-3
0.5245,0.117896772119976,7,"Perturbations/NRF2",-2.13794584993085,-3
0.5787,0.0731786822156272,6,"Perturbations/NRF2",-2.61485112699203,-3
0.6507,0.0100022624033814,6,"Perturbations/NRF2",-4.60494397123844,-5
0.6584,0.0693121270772577,8,"Perturbations/NRF2",-2.6691353941961,-3
0.5043,0.00987848888631752,7,"Perturbations/NRF2",-4.6173957256489,-5
0.6418,0.00390648447172802,8,"Perturbations/NRF2",-5.5451174215186,-6
0.7396,0.0427891274628312,9,"Perturbations/NRF2",-3.15147123990805,-4
0.584,0.0417217334104631,8,"Perturbations/NRF2",-3.17673310104387,-4
0.5491,0.0142897682553103,8,"Perturbations/NRF2",-4.24821150443496,-5
0.6913,0.0117479492889595,10,"Perturbations/NRF2",-4.44407658222305,-5
0.5791,0.104113414615734,8,"Perturbations/NRF2",-2.26227444888008,-3
0.6495,0.017190602345328,10,"Perturbations/NRF2",-4.06339241975172,-5
0.5337,0.0231528698551586,8,"Perturbations/NRF2",-3.76563653830784,-4
0.6965,0.0166763877033798,10,"Perturbations/NRF2",-4.0937614700506,-5
0.6763,0.0153343312933743,10,"Perturbations/NRF2",-4.17766108892855,-5
0.5376,0.0496130009234981,8,"Perturbations/NRF2",-3.00350236420439,-4
0.6425,0.012468913606672,10,"Perturbations/NRF2",-4.38451664364098,-5
0.5643,0.0545422489984391,8,"Perturbations/NRF2",-2.90877966665324,-3
0.6188,0.0376207363519678,8,"Perturbations/NRF2",-3.28019988188327,-4
0.6097,0.02309008630378,8,"Perturbations/NRF2",-3.76835191791029,-4
0.7276,0.008608321419665,9,"Perturbations/NRF2",-4.75502593661472,-5
0.6234,0.00304048408754954,8,"Perturbations/NRF2",-5.79573853691574,-6
0.6095,0.011578801742523,8,"Perturbations/NRF2",-4.45857928865741,-5
0.6294,0.021082563088449,8,"Perturbations/NRF2",-3.85930897406417,-4
0.6336,0.0064582952801412,8,"Perturbations/NRF2",-5.04238988453536,-6
0.6044,0.00812994108703522,8,"Perturbations/NRF2",-4.8122016018158,-5
0.5744,0.00465423346415984,8,"Perturbations/NRF2",-5.36997805116601,-6
0.612,0.00443324432149529,8,"Perturbations/NRF2",-5.41862361048231,-6
0.6221,0.0126288001952485,8,"Perturbations/NRF2",-4.37177534354956,-5
0.5816,0.00762335159604173,8,"Perturbations/NRF2",-4.87653916398549,-5
0.6211,0.013634189611491,8,"Perturbations/NRF2",-4.29517469888498,-5
0.5938,0.0090514850630641,8,"Perturbations/NRF2",-4.70482643936628,-5
0.6205,0.120321201941682,10,"Perturbations/NRF2",-2.1175904292886,-3
0.5965,0.0129832259832329,10,"Perturbations/NRF2",-4.34409706366809,-5
0.6716,0.0109154152729104,10,"Perturbations/NRF2",-4.5175792436288,-5
0.596,0.014924340298889,8,"Perturbations/NRF2",-4.20476182175983,-5
0.7141,0.0238019024381163,9,"Perturbations/NRF2",-3.73798976712466,-4
0.6014,0.0275207651346523,8,"Perturbations/NRF2",-3.59281446344548,-4
0.6813,0.0138440525067925,10,"Perturbations/NRF2",-4.27989956046901,-5
0.5751,0.0158639554782339,8,"Perturbations/NRF2",-4.14370569423392,-5
0.6229,0.00476690975704479,10,"Perturbations/NRF2",-5.34605703370331,-6
0.5585,0.0137459049555091,9,"Perturbations/NRF2",-4.28701432064468,-5
0.584,0.031789469127152,8,"Perturbations/NRF2",-3.44862020356495,-4
0.6658,0.0138754947729148,9,"Perturbations/NRF2",-4.27763096067624,-5
0.5749,0.0517656964193159,8,"Perturbations/NRF2",-2.96102758037603,-3
0.6342,0.0108866567859945,10,"Perturbations/NRF2",-4.52021738770223,-5
0.573,0.0246725115895767,10,"Perturbations/NRF2",-3.7020655461816,-4
0.7113,0.0950000345573747,9,"Perturbations/NRF2",-2.35387802361982,-3
0.6393,0.0103370115546673,10,"Perturbations/NRF2",-4.57202446959944,-5
0.587,0.00774348198651275,10,"Perturbations/NRF2",-4.86090382348275,-5
0.6352,0.0194751184770934,8,"Perturbations/NRF2",-3.93861760369603,-4
0.6826,0.0529499282617501,9,"Perturbations/NRF2",-2.93840856176567,-3
0.7105,0.0107661857433627,9,"Perturbations/NRF2",-4.5313450062184,-5
0.6239,0.0109289055066019,8,"Perturbations/NRF2",-4.51634411844064,-5
0.6479,0.0132896464874542,9,"Perturbations/NRF2",-4.32077000650135,-5
0.5485,0.00959492079018263,10,"Perturbations/NRF2",-4.64652140487884,-5
0.5954,0.033986340041237,9,"Perturbations/NRF2",-3.38179659858758,-4
0.6417,0.0218531645139469,9,"Perturbations/NRF2",-3.82340953891366,-4
0.5946,0.0274566639112482,10,"Perturbations/NRF2",-3.59514637505226,-4
0.6122,0.0184344736741905,10,"Perturbations/NRF2",-3.99353279805942,-4
0.6661,0.123600228231043,9,"Perturbations/NRF2",-2.09070288743078,-3
0.5828,0.0201856114375387,10,"Perturbations/NRF2",-3.90278523345711,-4
0.6853,0.010534920912903,9,"Perturbations/NRF2",-4.55305973883504,-5
0.6229,0.00759322530360168,8,"Perturbations/NRF2",-4.88049883665054,-5
0.6371,0.0156260126206936,9,"Perturbations/NRF2",-4.15881827773521,-5
0.6285,0.0570091125602956,8,"Perturbations/NRF2",-2.86454415444648,-3
0.6286,0.0261376515400533,8,"Perturbations/NRF2",-3.64437841644206,-4
0.6508,0.0304464799945041,9,"Perturbations/NRF2",-3.49178489103205,-4
0.7379,0.0213930040457438,10,"Perturbations/NRF2",-3.84469132415257,-4
0.5647,0.0244341765585528,8,"Perturbations/NRF2",-3.71177244808904,-4
0.6602,0.0284358600252526,10,"Perturbations/NRF2",-3.56010425337558,-4
0.5656,0.188435744623027,8,"Perturbations/NRF2",-1.66899820753738,-2
0.564,0.0826241133010747,8,"Perturbations/NRF2",-2.49345371247362,-3
0.7056,0.0798945833389514,10,"Perturbations/NRF2",-2.52704722151232,-3
0.7562,0.0310317282864565,10,"Perturbations/NRF2",-3.47274510479746,-4
0.5254,0.0456066284292079,8,"Perturbations/NRF2",-3.08770221273593,-4
0.6058,0.0205571172555683,10,"Perturbations/NRF2",-3.88454805953074,-4
0.623,0.175596111433027,10,"Perturbations/NRF2",-1.73956874248516,-2
0.5883,0.0181057901495914,8,"Perturbations/NRF2",-4.01152349409926,-5
0.7001,0.0140541471634945,10,"Perturbations/NRF2",-4.26483775497803,-5
0.6893,0.0624532578802016,10,"Perturbations/NRF2",-2.77333687595376,-3
0.5856,0.0627416584086312,8,"Perturbations/NRF2",-2.76872964353371,-3
0.5649,0.0232958249204481,8,"Perturbations/NRF2",-3.75948112243016,-4
0.7247,0.0200332066179603,10,"Perturbations/NRF2",-3.9103640513557,-4
0.708,0.0163613209972574,9,"Perturbations/NRF2",-4.11283520551365,-5
0.5769,0.0376344225694902,8,"Perturbations/NRF2",-3.27983615352579,-4
0.6539,0.0119136287148959,10,"Perturbations/NRF2",-4.4300722640269,-5
0.5715,0.0591973121689843,8,"Perturbations/NRF2",-2.82687914067384,-3
0.6124,0.021218194472175,10,"Perturbations/NRF2",-3.85289623555323,-4
0.6364,0.158324916405262,11,"Perturbations/NRF2",-1.84310592457434,-2
0.5775,0.0144288167174378,8,"Perturbations/NRF2",-4.23852791112223,-5
0.715,0.0110022816096582,11,"Perturbations/NRF2",-4.50965260863229,-5
0.5864,0.107561493210087,8,"Perturbations/NRF2",-2.22969256509986,-3
0.6605,0.0135629058132475,11,"Perturbations/NRF2",-4.300416726415,-5
0.6947,0.0510719191897509,11,"Perturbations/NRF2",-2.97452045943693,-3
0.5822,0.0570112037348985,8,"Perturbations/NRF2",-2.86450747370973,-3
0.5606,0.0282919260419941,9,"Perturbations/NRF2",-3.56517881390788,-4
0.6579,0.00620766951052647,10,"Perturbations/NRF2",-5.08196973358041,-6
0.6516,0.0129413386266019,11,"Perturbations/NRF2",-4.34732854652708,-5
0.5579,0.0625511954849581,9,"Perturbations/NRF2",-2.7717699297825,-3
0.7031,0.00869721745826393,9,"Perturbations/NRF2",-4.74475213686234,-5
0.571,0.0262906642979935,8,"Perturbations/NRF2",-3.6385413724731,-4
0.6204,1e-04,8,"Perturbations/NRF2",-9.21034037197618,-10
0.4596,0.028259381391616,3,"Perturbations/OCT4",-3.56632979185862,-4
0.3944,0.0470974884769578,3,"Perturbations/OCT4",-3.05553560258834,-4
0.6419,0.0482945542676901,4,"Perturbations/OCT4",-3.0304364727611,-4
0.6427,0.0903017197577517,5,"Perturbations/OCT4",-2.40459877380421,-3
0.6528,0.00124191680386059,4,"Perturbations/OCT4",-6.69109928333398,-7
0.6068,0.00414401582042653,4,"Perturbations/OCT4",-5.48608995636175,-6
0.624,0.00534640985504499,4,"Perturbations/OCT4",-5.23132999846427,-6
0.632,0.00382127759309023,4,"Perturbations/OCT4",-5.56717046382613,-6
0.4187,0.00493454526483872,3,"Perturbations/OCT4",-5.31149475525846,-6
0.3258,0.038269929494008,3,"Perturbations/OCT4",-3.26309082187682,-4
0.4604,0.0757013724607351,3,"Perturbations/OCT4",-2.58095898844238,-3
0.4127,0.235969396803142,4,"Perturbations/OCT4",-1.44405315692796,-2
0.4593,0.150169970481981,3,"Perturbations/OCT4",-1.89598748985399,-2
0.4451,0.146142748335644,3,"Perturbations/OCT4",-1.92317140661249,-2
0.4954,0.115904556534131,3,"Perturbations/OCT4",-2.15498821505089,-3
0.5014,0.301898871592368,4,"Perturbations/OCT4",-1.19766317996309,-2
0.431,0.0165132287630612,3,"Perturbations/OCT4",-4.10359347608418,-5
0.3256,0.0751902341236913,3,"Perturbations/OCT4",-2.58773392183603,-3
0.563,0.00851368203404754,3,"Perturbations/OCT4",-4.76608075852121,-5
0.5212,0.0332162218118511,4,"Perturbations/OCT4",-3.4047169135994,-4
0.7415,0.0177964098296039,5,"Perturbations/OCT4",-4.02875853699334,-5
0.5357,0.0228311157777708,4,"Perturbations/OCT4",-3.77963094632016,-4
0.6525,0.0143767518795519,6,"Perturbations/OCT4",-4.24214282984238,-5
0.5032,0.02641449116004,4,"Perturbations/OCT4",-3.63384251184725,-4
0.6427,0.00763635290764944,5,"Perturbations/OCT4",-4.87483515788885,-5
0.4905,0.0120185419990169,4,"Perturbations/OCT4",-4.42130465515099,-5
0.574,0.003845955472715,4,"Perturbations/OCT4",-5.56073320943977,-6
0.579,0.0212884487073705,4,"Perturbations/OCT4",-3.84959066758025,-4
0.6602,0.00682814484911027,5,"Perturbations/OCT4",-4.98670226028693,-5
0.5905,0.000475304607436286,4,"Perturbations/OCT4",-7.65155468064779,-8
0.5742,0.0122907037067619,4,"Perturbations/OCT4",-4.39891209855992,-5
0.5108,0.00216651984137939,4,"Perturbations/OCT4",-6.13463315856205,-7
0.558,0.0267561424321661,5,"Perturbations/OCT4",-3.62099120836722,-4
0.6019,0.171123025780498,5,"Perturbations/OCT4",-1.76537253215009,-2
0.8042,0.0144998110859549,6,"Perturbations/OCT4",-4.23361965819532,-5
0.4833,0.0382619880489657,4,"Perturbations/OCT4",-3.26329835476835,-4
0.4937,0.0363098145917409,4,"Perturbations/OCT4",-3.31566719982779,-4
0.7111,0.020542634202189,6,"Perturbations/OCT4",-3.88525283527585,-4
0.7159,0.0155714027297891,5,"Perturbations/OCT4",-4.16231920536451,-5
0.4754,0.0342926241635043,4,"Perturbations/OCT4",-3.37282498689933,-4
0.6338,0.0273520381890736,5,"Perturbations/OCT4",-3.59896423043839,-4
0.5284,0.0378425309984896,4,"Perturbations/OCT4",-3.27432165018302,-4
0.6463,0.087048045503864,5,"Perturbations/OCT4",-2.44129506558905,-3
0.5293,0.0205086769184968,5,"Perturbations/OCT4",-3.88690721807193,-4
0.5703,0.00926974221256231,5,"Perturbations/OCT4",-4.68099970857612,-5
0.6937,0.0109042109805214,6,"Perturbations/OCT4",-4.51860623586447,-5
0.5041,0.0193229333581002,5,"Perturbations/OCT4",-3.94646263159338,-4
0.6086,0.0496669839117911,5,"Perturbations/OCT4",-3.00241487423946,-4
0.6712,0.00194801358231226,5,"Perturbations/OCT4",-6.24094510134654,-7
0.5619,0.00582853814465361,4,"Perturbations/OCT4",-5.14498905711974,-6
0.579,1e-04,4,"Perturbations/OCT4",-9.21034037197618,-10
0.2102,0.0275936334258853,2,"Perturbations/OVOL",-3.59017020584331,-4
0.6104,0.0725988212985011,4,"Perturbations/OVOL",-2.62280659284102,-3
0.4843,0.007415390849509,3,"Perturbations/OVOL",-4.90419759412611,-5
0.5006,0.00756680874124568,3,"Perturbations/OVOL",-4.88398386696308,-5
0.3487,0.468651388432514,3,"Perturbations/OVOL",-0.757896095172642,-1
0.1353,0.0567677284583785,2,"Perturbations/OVOL",-2.86878727566366,-3
0.2729,0.176467836894495,2,"Perturbations/OVOL",-1.73461664644084,-2
0.3971,0.0272665488627126,3,"Perturbations/OVOL",-3.60209464448929,-4
0.2915,0.00443449626091105,2,"Perturbations/OVOL",-5.41834125232976,-6
0.5426,0.0448824707592888,3,"Perturbations/OVOL",-3.10370796671421,-4
0.5241,0.00128804475255658,3,"Perturbations/OVOL",-6.65462990612985,-7
0.4877,0.00272285735187024,3,"Perturbations/OVOL",-5.90607345304898,-6
0.3082,0.161803561247715,2,"Perturbations/OVOL",-1.82137226441631,-2
0.29,0.00860724224185229,2,"Perturbations/OVOL",-4.75515130896213,-5
0.3091,0.284954757473961,2,"Perturbations/OVOL",-1.25542485702032,-2
0.4528,0.00582994272904252,2,"Perturbations/OVOL",-5.14474810215984,-6
0.6061,0.018882807292618,4,"Perturbations/OVOL",-3.96950343797195,-4
0.3837,0.0266351801048804,3,"Perturbations/OVOL",-3.62552237667319,-4
0.3855,0.0274646661910839,3,"Perturbations/OVOL",-3.59485496623615,-4
0.6168,0.0186049343142173,5,"Perturbations/OVOL",-3.98432844773441,-4
0.4537,0.0325468129312345,3,"Perturbations/OVOL",-3.42507582814026,-4
0.4148,0.00392517798221765,3,"Perturbations/OVOL",-5.54034358298792,-6
0.5421,0.00871737881123816,4,"Perturbations/OVOL",-4.74243668129049,-5
0.4553,0.000564121568313587,3,"Perturbations/OVOL",-7.48024078303776,-8
0.7333,0.0204801756071295,5,"Perturbations/OVOL",-3.88829790428072,-4
0.3428,0.05443152348247,3,"Perturbations/OVOL",-2.9108118171708,-3
0.413,0.00377325226360681,4,"Perturbations/OVOL",-5.57981798001587,-6
0.5244,0.0977883959290991,4,"Perturbations/OVOL",-2.32494936001266,-3
0.4447,0.00796479963299411,4,"Perturbations/OVOL",-4.83272349186948,-5
0.5634,0.0101925147753541,5,"Perturbations/OVOL",-4.58610167364188,-5
0.5629,0.00278807943188498,4,"Perturbations/OVOL",-5.88240229585665,-6
0.4255,0.00423513061716644,3,"Perturbations/OVOL",-5.46434110904761,-6
0.4362,1e-04,3,"Perturbations/OVOL",-9.21034037197618,-10
0.6033,0.023607091205968,4,"Perturbations/OVOLinh",-3.74620813725494,-4
0.2353,0.00737180181425453,2,"Perturbations/OVOLinh",-4.91009312311508,-5
0.5022,0.0302483708505655,4,"Perturbations/OVOLinh",-3.49831295213524,-4
0.4184,0.00772528723253323,3,"Perturbations/OVOLinh",-4.86325627468462,-5
0.4449,0.0071606177998629,3,"Perturbations/OVOLinh",-4.93915901683486,-5
0.3365,0.190741936937617,3,"Perturbations/OVOLinh",-1.65683388002492,-2
0.0901,0.0289319885512986,2,"Perturbations/OVOLinh",-3.54280742570586,-4
0.2093,0.140063681061755,2,"Perturbations/OVOLinh",-1.96565809506561,-2
0.2685,0.0296949167155243,3,"Perturbations/OVOLinh",-3.51677940218151,-4
0.4433,0.0287030668260641,3,"Perturbations/OVOLinh",-3.55075130387446,-4
0.3123,0.00147178484578564,2,"Perturbations/OVOLinh",-6.52127943390633,-7
0.4684,0.0243556475150212,3,"Perturbations/OVOLinh",-3.71499152554364,-4
0.4631,0.00163094154629824,3,"Perturbations/OVOLinh",-6.418597795165,-7
0.4346,0.00474722138232984,3,"Perturbations/OVOLinh",-5.35019580423963,-6
0.3151,0.0794928524348144,2,"Perturbations/OVOLinh",-2.532088167844,-3
0.1937,0.00342728935132714,2,"Perturbations/OVOLinh",-5.67598560681845,-6
0.2294,0.182452765358667,2,"Perturbations/OVOLinh",-1.70126395941176,-2
0.342,0.00607102605175851,2,"Perturbations/OVOLinh",-5.10422765166227,-6
0.3356,0.0087105242941451,3,"Perturbations/OVOLinh",-4.74322329542359,-5
0.5104,0.00735900721811409,5,"Perturbations/OVOLinh",-4.91183024418286,-5
0.4019,0.0192120536853142,3,"Perturbations/OVOLinh",-3.95221740081983,-4
0.3755,0.00843793037696564,3,"Perturbations/OVOLinh",-4.77501821644396,-5
0.5169,0.00538643350598789,4,"Perturbations/OVOLinh",-5.22387180027359,-6
0.4128,0.000332190397132957,3,"Perturbations/OVOLinh",-8.00980226808743,-9
0.7077,0.0139149276247849,5,"Perturbations/OVOLinh",-4.27479308525497,-5
0.2876,0.0378162654624644,3,"Perturbations/OVOLinh",-3.27501596567069,-4
0.3991,0.0105593277224035,4,"Perturbations/OVOLinh",-4.55074566538176,-5
0.4188,0.0506510650221903,4,"Perturbations/OVOLinh",-2.9827950214169,-3
0.3655,0.0104411702412004,4,"Perturbations/OVOLinh",-4.56199861074049,-5
0.5574,0.0092640362719951,5,"Perturbations/OVOLinh",-4.68161544278836,-5
0.5182,0.00206212430067762,4,"Perturbations/OVOLinh",-6.1840186135953,-7
0.353,0.00865741213108551,3,"Perturbations/OVOLinh",-4.74933943119511,-5
0.3958,1e-04,3,"Perturbations/OVOLinh",-9.21034037197618,-10
0.6329,1.0001,10,"Perturbations/TGFb",9.99950003332973e-05,0
0.5598,0.155796385,10,"Perturbations/TGFb",-1.85920534863881,-2
0.601,1.0001,7,"Perturbations/TGFb",9.99950003332973e-05,0
0.6648,1.0001,9,"Perturbations/TGFb",9.99950003332973e-05,0
0.6199,0.251729078,9,"Perturbations/TGFb",-1.37940185709319,-2
0.4608,0.806169694,9,"Perturbations/TGFb",-0.215461020174082,-1
0.7316,1.0001,11,"Perturbations/TGFb",9.99950003332973e-05,0
0.6862,0.249689816,11,"Perturbations/TGFb",-1.38753586747007,-2
0.6758,0.113837048,11,"Perturbations/TGFb",-2.17298725666817,-3
0.6199,1.0001,10,"Perturbations/TGFb",9.99950003332973e-05,0
0.5058,0.436898394,9,"Perturbations/TGFb",-0.828054618929878,-1
0.8006,0.172296444,12,"Perturbations/TGFb",-1.75853877408259,-2
0.6841,0.13669554,11,"Perturbations/TGFb",-1.98999916197321,-2
0.6823,1e-04,11,"Perturbations/TGFb",-9.21034037197618,-10
0.6707,1.0001,10,"Perturbations/TGFb",9.99950003332973e-05,0
0.6543,0.146191088,10,"Perturbations/TGFb",-1.92284069111679,-2
0.6636,1.0001,10,"Perturbations/TGFb",9.99950003332973e-05,0
0.5482,0.771030546,10,"Perturbations/TGFb",-0.260027287526564,-1
0.6599,1.0001,9,"Perturbations/TGFb",9.99950003332973e-05,0
0.7361,1.00555,11,"Perturbations/TGFb",0.00553465549847476,0
0.7988,0.377177521,12,"Perturbations/TGFb",-0.97503932437829,-1
0.6165,1.0001,10,"Perturbations/TGFb",9.99950003332973e-05,0
0.5892,0.136698969,10,"Perturbations/TGFb",-1.98997407734359,-2
0.6886,0.249908753,11,"Perturbations/TGFb",-1.38665941574422,-2
0.6249,1.0001,10,"Perturbations/TGFb",9.99950003332973e-05,0
0.5483,0.767396718,10,"Perturbations/TGFb",-0.264751377957164,-1
0.6863,0.161389443,11,"Perturbations/TGFb",-1.82393493420748,-2
0.683,0.851865132,11,"Perturbations/TGFb",-0.160327060457568,-1
0.6087,0.286176698,9,"Perturbations/TGFb",-1.25114583376286,-2
0.6182,0.128464729,9,"Perturbations/TGFb",-2.05210089481435,-3
0.6932,0.122977541,9,"Perturbations/TGFb",-2.09575353377788,-3
0.5176,0.171783311,10,"Perturbations/TGFb",-1.76152141617619,-2
0.6256,0.788339292,9,"Perturbations/TGFb",-0.237826708190411,-1
0.5625,0.195154932,9,"Perturbations/TGFb",-1.63396151280784,-2
0.5783,0.133685069,10,"Perturbations/TGFb",-2.01226847650307,-3
0.6786,0.134178464,9,"Perturbations/TGFb",-2.0085845442225,-3
0.6638,0.232993815,9,"Perturbations/TGFb",-1.45674337083314,-2
0.6079,1.0001,10,"Perturbations/TGFb",9.99950003332973e-05,0
