ParameterIndex,miR200,ZEB,SNAIL,GRHL2
5419,4.910027,-8.962434,6.982585,7.477154
5421,1.599646,-0.792183,6.060644,4.832576
5423,3.465319,-5.852017,7.538446,7.51492
5424,0.673271,4.187467,6.184427,2.756969
5425,2.130395,5.366384,5.232605,-0.21522
5427,3.79104,-9.90016,6.794958,7.69928
5431,5.696854,-6.018164,4.919237,4.709574
5436,-1.260588,5.708251,6.840371,1.239277
5438,6.107617,-3.736201,7.10396,6.086834
5439,2.918613,-6.11153,2.798461,6.475594
5440,-6.433932,4.756668,7.5026,-0.577447
5441,-0.54406,4.82423,6.545639,2.501842
5442,1.161658,6.084279,6.960412,0.521276
5446,-1.884479,7.430889,7.113555,0.572524
5447,2.117426,2.749338,5.456974,0.217632
5449,-6.206597,6.121286,8.325069,2.933338
5451,-0.20684,4.433724,7.389562,2.921898
5455,6.193665,-7.453177,6.332216,7.040287
5457,-0.065274,7.24629,6.416729,1.560747
5459,-5.983548,6.715209,8.777016,-0.771119
5460,1.66272,-6.390214,9.264287,6.721647
5461,-0.910377,0.320463,3.952414,1.431238
5463,6.976612,-6.710859,7.855635,5.570442
5464,-1.399286,-8.928764,6.706994,8.426854
5465,6.907789,-8.784202,9.625457,7.497084
5466,5.344354,-9.97341,7.353229,8.238415
5467,6.074346,-10.039541,6.783696,6.246675
5468,7.477632,-14.50164,6.609274,6.773795
5469,5.928396,-5.034485,5.712596,4.017813
5470,0.464188,5.692547,2.136941,1.600183
5471,0.407753,5.977059,6.191907,0.366825
5472,-1.52774,3.624305,5.676314,-5.541999
5474,3.291182,-11.845736,7.398554,6.020947
5475,5.758394,-6.12598,7.378571,6.573673
5476,2.731771,-9.195835,8.045036,6.905138
5477,0.009197,-8.37604,6.307915,8.055809
5478,1.798787,4.475763,5.577022,3.76465
5480,6.352862,-9.609664,6.576608,5.94499
5483,-4.890625,2.435623,6.890776,1.261567
5484,6.080797,-11.272527,7.05476,6.872155
5487,5.349067,-10.766815,6.60014,7.489005
5492,2.460849,-7.134741,8.540308,7.128368
5493,4.077292,-6.143351,6.52676,5.221544
5495,-2.098936,6.339417,6.804799,-0.129683
5497,0.07597,-6.161063,7.011188,7.46832
5499,-4.034613,7.692518,6.825524,0.553749
5500,6.471986,-13.937973,5.758796,6.915728
5502,6.127202,-6.43294,7.174465,8.960967
5503,5.668746,-7.505036,6.760238,6.364311
5506,1.126634,3.932888,6.163341,1.268247
5507,-0.460017,5.35412,6.790263,1.768585
5510,2.111486,-8.475217,4.816038,5.171035
5514,1.025196,4.364833,5.11275,2.351465
5515,1.046758,0.061967,8.026781,6.533455
5516,-0.622547,5.439112,7.209505,0.554956
5519,6.453181,-7.827499,6.769751,4.531616
5520,0.69694,2.760888,5.56803,2.320054
5521,5.448955,-6.531453,7.299651,5.476624
5522,0.374454,3.41915,4.217693,2.973744
5524,4.617954,-7.157999,7.946296,9.646448
5525,5.277651,-5.09102,5.859161,5.893148
5527,7.449452,-8.48944,6.417498,5.586938
5528,7.580453,-7.065262,6.520084,8.670733
5532,3.997891,-6.112536,6.553678,7.314069
5533,6.435787,-9.236439,6.291276,8.495835
5534,-4.295616,3.820344,8.522339,0.744349
5535,1.246314,-8.371317,6.362972,8.161148
5536,4.987718,-7.896846,6.450733,7.931078
5538,5.59182,-5.490453,6.782084,6.464326
5540,2.75717,7.984291,6.697352,2.083211
5541,1.858832,-6.665824,6.410481,5.893282
5545,-0.551501,4.68813,7.745073,0.609713
5546,0.069405,-7.434864,6.3821,7.250227
5548,6.220685,-7.773019,6.618581,6.698951
5549,5.371592,-10.185469,5.552469,6.706242
5550,5.819832,-9.065625,6.048283,6.295815
5552,5.307104,-5.979515,5.852176,6.551154
5555,2.140306,-5.12033,8.147204,8.134742
5556,5.726679,-10.218673,5.949512,5.474827
5557,2.572157,-6.990095,7.981429,6.508911
5559,0.902469,-6.808115,6.725016,7.880736
5560,-0.85218,5.487639,6.875196,1.843748
5561,6.635673,-10.748806,6.966068,7.486812
5562,4.885717,-13.636919,6.256379,6.963323
5566,0.934545,3.863256,5.154693,0.753879
5567,4.11451,-3.162857,7.05807,5.757167
5568,5.763207,-9.634899,2.927457,4.59316
5573,5.270865,-10.336174,5.024643,7.332481
5575,3.414497,-8.534516,8.76427,6.448419
5578,7.894071,-7.172851,6.927842,8.185839
5579,2.510305,-10.34511,5.402926,7.427902
5582,-3.807652,6.056864,6.859634,0.404836
5587,5.979011,-11.945524,1.781766,7.204031
5588,0.983381,5.327518,6.210453,3.060059
5590,6.314406,-11.73411,6.196308,5.768253
5591,-0.645185,4.274508,6.369442,0.345004
5592,2.872986,4.376174,5.412824,-0.178172
5593,-1.079006,4.12524,6.293326,5.215083
5594,6.533863,-10.85038,7.168219,7.5753
5595,7.591774,-11.870771,3.945063,6.431802
5598,5.056226,-5.904534,6.631548,4.473061
5599,6.915059,-11.00312,5.804702,7.773248
5602,5.358233,-7.404317,7.392794,6.122026
5603,5.050114,-8.068268,6.040439,6.21028
5604,5.742636,-6.150987,5.248927,4.39379
5607,7.900096,-11.16505,6.843822,6.135192
5612,3.613386,-4.686066,5.459456,3.708777
5614,4.043301,-5.733188,6.723364,6.70853
5617,-2.057812,6.201061,7.581495,2.48216
5618,7.773102,-13.94012,6.4319,6.759816
5619,7.505415,-10.497117,5.672226,6.709603
5624,6.279576,-9.42959,5.920838,7.202065
5626,5.377314,-9.496478,4.799399,7.278607
5629,7.990375,-6.412654,3.290164,7.598042
5632,6.149687,-3.046955,6.389781,6.226055
5633,-2.006755,6.402017,7.509661,-2.215854
5635,7.589927,-10.098448,3.329069,5.463848
5636,1.657064,2.764304,7.031169,0.286972
5637,4.291712,-6.552301,7.177676,8.673629
5642,-0.028905,6.208009,5.426861,0.826118
5643,-0.666518,-4.848513,7.307788,6.035166
5647,3.316259,-8.482436,4.121397,5.697309
5648,5.644019,-11.235607,6.836455,6.422611
5651,-2.187573,6.26485,6.857177,1.602481
5654,5.0711,-7.896035,6.844042,6.499349
5657,-0.022995,3.342335,7.047586,0.615271
5659,0.64853,5.967054,7.163809,-5.262194
5660,5.370675,-8.180173,6.780726,5.011955
5661,0.671302,3.578,6.207075,2.123336
5663,-2.93218,4.694995,6.724373,0.860528
5664,3.942939,-4.189809,5.526361,6.324258
5666,6.311284,-9.469764,3.497403,3.512924
5667,5.16598,-11.504883,6.333707,6.893057
5670,0.276446,-5.481835,6.12849,6.280307
5671,5.322031,-4.540416,5.876984,4.839361
5673,5.482917,-7.897597,5.582808,5.160875
5674,4.295069,-6.152699,6.273923,7.529148
5676,7.555211,-5.934611,6.240043,6.189085
5678,2.421521,-8.751341,6.733716,5.002663
5683,6.625651,-4.315608,2.219332,3.72866
5688,5.12021,-6.553103,7.177808,5.404613
5691,-0.052906,3.473464,4.778071,0.817586
5694,1.130407,-7.952076,6.702731,8.295857
5697,7.764403,-7.564937,6.187533,6.759664
5698,-5.302566,4.076403,6.249938,-0.591533
5699,-0.073268,4.643341,7.389989,-1.629683
5701,1.51694,6.606785,4.577555,-1.146695
5702,-0.214332,6.380318,8.430522,1.578549
5704,-2.287188,7.740857,7.728744,1.15559
5705,6.746398,-10.566479,6.480473,6.767387
5709,-5.197827,6.599161,6.197649,1.326936
5710,0.352203,6.583124,4.813342,1.564164
5714,4.721082,-9.570649,6.933647,6.955384
5715,-1.949158,3.868283,4.684567,-0.193076
5718,1.421132,1.7122,6.245977,0.607438
5720,8.574558,-11.788184,4.591076,8.177875
5725,-1.252047,0.895723,8.205708,5.124548
5727,-0.268259,1.799312,6.202084,0.22946
5729,-2.201277,4.611616,6.362888,3.384814
5730,5.689569,-1.249855,7.810699,0.053319
5734,6.497646,-10.431772,6.744745,6.540334
5736,-4.984577,5.14819,6.26907,2.370604
5737,-0.201687,5.7169,7.065973,2.312477
5739,-2.026307,4.936481,5.277782,1.592632
5740,6.612025,-11.579401,4.846138,7.154913
5741,-1.280949,-4.62469,7.035083,7.438242
5743,3.395483,-7.889606,8.614778,6.694722
5746,6.788345,-7.82909,7.266359,7.616943
5748,5.596241,-10.105849,6.604253,6.555952
5752,-0.685668,5.048461,6.249732,-3.683816
5758,5.864256,-4.57573,7.65512,6.521085
5760,4.061811,-8.060227,5.048677,6.434622
5761,2.057628,-5.17342,7.60581,7.757259
5762,6.480863,-5.833917,6.500251,6.739146
5763,0.737361,-3.396703,5.878435,5.325056
5765,-4.638763,6.047657,6.82831,-0.239659
5766,3.113375,-6.024831,7.380878,7.281651
5769,2.497528,4.170009,6.044062,-0.251368
5771,6.072416,-10.030018,3.699967,5.818068
5772,3.294303,-4.776666,7.577053,4.567281
5773,-2.855224,7.574335,6.249367,1.042525
5774,7.570403,-8.235864,6.393967,6.434728
5775,3.341812,-3.538078,9.4224,6.000926
5776,1.810952,-2.330348,5.099448,3.897468
5777,8.95799,-6.832285,7.113643,6.533515
5783,7.223862,-10.098324,5.768779,4.42901
5784,2.231859,5.416855,6.040156,2.428991
5785,5.257853,-13.305708,6.117565,6.571797
5786,5.695432,-10.612269,6.628061,7.733688
5788,6.581463,-13.725995,2.735878,8.41664
5791,6.484244,-11.76297,5.445486,6.703152
5795,5.252497,-7.688817,6.774921,7.213448
5797,2.153127,2.140354,5.083869,2.379477
5798,3.197669,-7.397238,8.693771,6.205249
5801,5.454588,-9.851022,6.681175,7.127563
5805,-1.312623,-7.844733,5.125222,7.819187
5807,5.74068,-11.611957,5.745881,8.750597
5808,-1.799927,6.464277,7.916235,1.720821
5810,4.496747,-11.481514,4.122739,6.323521
5811,-1.812711,4.613458,8.306353,2.552475
5812,-0.78438,-5.022844,7.079152,8.415499
5813,4.500413,-6.054781,6.021356,7.228956
5815,7.071827,-9.227179,6.966847,6.644105
5816,-0.164905,5.727546,6.688379,-0.633135
5817,-1.796691,5.507462,6.131604,-1.910166
5818,2.846144,-3.571156,7.30116,6.782723
5819,-0.371734,4.673043,5.362,2.459352
5821,0.2404,5.885367,8.116439,1.156574
5829,7.0608,-10.403449,4.365513,5.493421
5830,8.038219,-8.300625,5.256913,7.105548
5831,6.83847,-12.055803,4.190872,7.603694
5833,5.92553,-11.398253,3.905769,8.071628
5834,2.581066,4.985451,6.422279,0.513828
5836,2.984129,-3.185355,7.690839,5.965196
5837,4.400347,-7.13494,7.40484,8.062329
5840,7.985365,-6.120133,6.241676,6.406118
5841,6.326627,-14.090024,5.996831,8.295113
5844,0.274981,5.425671,6.464364,0.579929
5845,1.090962,6.722217,6.802025,0.160274
5846,1.536997,4.101017,4.983319,1.24763
5847,0.508067,5.959112,6.265931,2.186112
5849,2.192256,2.646238,4.491465,-0.064185
5852,-5.880947,5.72028,6.55428,3.711222
5853,-1.539073,2.651189,8.387842,3.915479
5854,-0.949367,5.040963,8.673963,0.627525
5855,6.338031,-11.58299,6.625139,5.709264
5857,-4.589928,4.940447,8.132357,3.448855
5860,3.587191,-8.604867,8.081045,7.767104
5862,-1.04887,7.300995,6.913542,-0.800206
5863,6.213789,-0.963336,8.929882,6.50414
5864,6.026166,-10.602638,6.544693,7.813339
5867,-5.044577,4.663229,8.271093,-1.916798
5868,6.433836,-10.190062,5.221152,5.926399
5871,0.343859,-0.031313,6.016714,6.319447
5872,3.408327,-5.156853,6.037423,5.381717
5873,7.163015,-10.537325,2.808436,7.533601
5874,7.468331,-4.998018,6.559436,3.286173
5876,-3.961143,8.087432,6.36506,1.278178
5878,2.426325,4.258946,5.706926,3.300749
5879,4.591192,-1.637504,7.02847,4.990655
5880,4.511622,-6.679775,6.874774,4.866812
5881,5.644451,-8.231988,5.562478,4.809267
5884,1.907232,6.416619,6.48493,-2.901498
5886,6.532302,-12.712264,6.289971,6.229425
5887,0.354711,5.423121,6.334617,1.043115
5888,5.248522,-6.836996,6.833485,6.388055
5889,-0.763991,7.225406,7.172537,2.991279
5893,6.897428,-12.571729,5.207704,6.452061
5895,6.023263,-10.870544,7.050217,7.32934
5896,1.291622,-5.589585,6.565729,8.471805
5897,2.99717,5.582191,6.968566,0.143686
5898,1.771843,6.918859,8.348153,2.029862
5901,6.419222,-13.853139,4.763055,6.71116
5904,1.719577,3.583014,5.571689,-1.417304
5906,4.692688,-12.904783,7.234788,6.499394
5907,3.46482,-4.941578,4.397291,6.53367
5909,-2.360267,5.860751,7.875704,-0.880443
5911,3.112871,7.409182,6.705118,0.527971
5912,1.82671,5.9652,6.368388,1.681245
5913,6.139403,-7.934219,6.115398,6.675687
5914,3.518038,-5.483452,6.674035,4.250829
5915,1.719933,4.872143,6.08845,0.213353
5919,2.551473,-6.860623,6.254427,6.749075
5924,4.418053,-6.343529,6.843899,6.709068
5925,6.115314,-7.90197,5.248788,6.549232
5926,-4.030003,5.660059,8.228278,4.382767
5928,8.539795,-9.75472,6.740241,7.652733
5932,3.001289,-8.804526,6.027205,5.353317
5933,4.119336,-8.30532,7.591471,8.15874
5936,7.194719,-9.546527,9.295344,8.11282
5939,1.462834,4.797893,6.882799,2.732463
5940,5.081749,-9.67511,7.06993,8.89184
5941,1.207404,-7.362804,9.773896,6.80844
5942,7.176743,-11.387008,4.93217,6.892961
5943,1.464137,4.157191,6.238744,4.123764
5944,4.767171,-8.027176,6.624314,9.411372
5945,1.772641,7.115378,8.399355,-0.079003
5948,6.696713,-8.843853,6.570607,9.358928
5949,8.219334,-9.928659,5.287239,8.533357
5950,5.851055,-9.966956,5.676793,8.620673
5954,3.226961,-9.667657,7.414388,9.155934
5957,4.2021,-12.084047,6.689471,8.251458
5961,-2.652036,5.992393,5.005041,0.157813
5962,4.265659,-6.998546,7.044138,6.423026
5964,2.321137,5.839869,7.754734,0.510187
5965,5.766109,-10.409506,5.529061,8.889228
5966,4.599372,-4.872499,6.736741,6.299805
5968,1.279076,6.853437,6.129329,2.996592
5972,0.139565,7.309533,6.561191,3.681865
5975,-1.707209,5.988985,5.930338,2.652889
5976,4.177187,-6.135145,7.110059,6.413244
5977,-1.286297,3.738643,7.183803,2.410849
5978,-1.719286,5.212057,7.066846,1.706798
5981,0.543959,5.501262,6.429946,-0.618675
5983,1.151308,4.642032,6.014581,1.2527
5989,1.429727,1.473877,3.392882,3.193319
5990,3.096008,-7.701066,6.742253,7.192087
5993,-0.151267,4.135913,7.005405,0.482421
5994,3.291331,0.955469,3.177027,1.691216
5998,7.962308,-8.896974,6.357071,6.211828
6002,6.401906,-4.049643,5.610173,6.114182
6003,5.598956,-7.566714,4.69854,6.030723
6004,2.747985,4.937838,8.113103,3.4892
6005,6.113779,-8.846702,6.945071,6.914651
6007,5.765248,-10.126444,7.186352,8.428142
6008,6.24097,1.461878,6.997506,0.130302
6010,4.476657,-9.704878,8.681923,6.819899
6012,1.674186,1.322088,5.795923,1.404555
6016,2.475362,2.161281,5.842179,0.425527
6017,3.043987,-4.924232,6.158872,6.300172
6018,5.583126,-7.943813,6.351844,6.671825
6020,5.679852,-8.316323,6.927004,6.805877
6021,7.536052,-5.159896,4.632195,3.934046
6023,2.147368,-4.784097,9.032809,6.46485
6024,2.23942,1.550982,5.569077,-1.389546
6025,2.54558,3.814546,6.533197,2.471247
6026,7.56685,-2.370449,7.960486,6.656693
6028,-1.966729,-2.64329,7.354817,6.101372
6030,2.463326,-4.920708,5.906378,8.792472
6031,2.578853,-8.594181,7.809108,4.167548
6032,2.423369,-5.327925,6.292411,8.073713
6033,-4.929375,4.59411,8.846104,1.393471
6035,5.198357,-8.925959,7.549785,5.739465
6036,4.99459,-8.688061,7.089677,6.992521
6037,5.523572,-7.30564,6.398108,6.371002
6043,1.581922,7.199685,6.927219,-0.01998
6044,-1.534969,3.144295,3.568006,-1.436222
6047,-0.191722,6.451507,4.820979,2.955496
6050,2.396025,-5.011176,7.909077,8.789463
6051,2.33484,-2.839526,6.308926,6.942349
6052,3.094602,-8.842992,8.488594,6.322206
6054,3.759703,4.149367,6.613073,2.791209
6055,7.816249,-4.62564,7.08434,5.714413
6058,4.366191,-12.545073,7.750423,6.529347
6060,0.188111,8.301649,7.711575,-1.345308
6062,-6.653648,8.02351,6.403768,1.874233
6063,5.763413,-10.199226,7.648466,8.206163
6065,8.313306,-10.661288,6.837128,5.765047
6072,-7.278459,3.938312,6.746618,3.508335
6075,6.003998,-8.78589,5.384255,7.182823
6076,-3.191363,5.033981,6.029306,-0.017408
6079,6.561897,-10.773544,5.601274,6.363504
6080,6.823582,-9.728748,4.75415,5.992992
6081,1.963713,-4.102798,9.368278,4.164742
6082,1.346139,5.674562,7.186831,5.351785
6083,7.123296,-7.071103,5.760597,4.356024
6084,-0.645326,4.751765,3.362039,2.613039
6085,-1.137052,5.481733,4.443616,-1.355031
6086,7.264188,-3.505783,6.30167,6.240528
6087,2.435816,6.229345,6.133376,2.595019
6088,4.017768,-5.000369,7.095226,4.313963
6090,1.536192,5.006142,5.549157,1.724465
6092,4.186084,-9.042043,7.278247,6.367414
6093,5.856033,-14.746598,4.691343,6.74665
6095,1.734279,4.371431,4.819417,-0.533837
6097,4.374041,-11.14231,6.847512,8.059201
6100,4.911079,-9.384785,7.072927,7.500438
6102,-2.633227,6.769091,7.142936,3.080369
6104,0.480602,-3.167753,5.683332,5.007326
6105,4.246897,-11.4937,5.739729,7.342085
6106,-0.037789,8.448444,7.62795,1.434773
6107,2.362583,-6.997723,6.551457,6.032795
6109,5.645996,-13.28936,5.71567,7.416181
6111,7.402376,-9.127673,5.767264,6.7937
6112,6.976343,-8.702795,5.826086,6.280467
6113,3.000411,-5.845377,7.824113,8.084506
6114,6.95733,-6.612962,6.084641,6.9307
6115,7.555889,-5.305687,6.115145,6.271982
6116,4.642597,-7.936812,6.901773,5.981381
6117,2.185171,-4.194174,6.760714,5.557753
6118,-2.122395,6.58845,9.574555,1.237202
6119,7.9516,-8.021912,6.263879,3.923844
6120,6.328953,-8.843124,6.177476,7.234361
6121,8.0458,-6.017294,7.09673,6.293668
6123,0.124218,2.868375,7.579642,3.85224
6124,7.353471,-6.432252,6.836952,6.431634
6125,-1.50129,8.315494,7.655743,2.163189
6126,6.098987,-10.86647,5.584601,7.002947
6127,4.795417,-3.288337,6.314051,5.300848
6128,0.840869,6.434809,5.702013,1.370298
6129,5.956659,-11.196782,6.338549,6.951613
6131,3.120348,-3.243065,8.212737,7.143532
6133,1.759908,4.459046,6.472615,4.108679
6135,2.30518,-4.664289,8.587985,7.748254
6137,6.265585,-6.501625,7.43659,8.059155
6138,5.012538,-9.631835,7.083288,7.365929
6139,-1.460755,4.959244,4.310656,4.534995
6142,-1.518157,4.234185,7.69508,1.611623
6143,5.15143,-6.747141,6.452593,8.154905
6148,5.327768,-11.431126,8.215971,6.368879
6150,1.558636,2.425079,6.171429,0.405415
6158,4.635054,-4.135523,7.888893,5.44637
6163,5.592927,-9.771153,7.28242,4.525555
6164,5.84574,-11.020327,7.084325,5.118924
6165,4.992357,-9.419678,5.266821,6.588246
6166,-0.820174,-2.92131,6.808376,7.162194
6167,5.566506,-6.809213,6.939928,6.21206
6168,-2.265809,5.276217,6.886567,1.790471
6169,6.77627,-14.952256,3.334992,6.721527
6170,1.252717,6.192481,7.550686,2.140101
6171,6.712292,-3.757248,6.245604,3.414191
6172,-1.47832,4.027388,6.142237,-0.439225
6173,4.908778,-12.332757,6.756784,8.027371
6176,1.977152,-5.709116,6.47472,5.317701
6177,1.050956,-3.266833,7.702674,5.883148
6180,6.489839,-12.498898,5.999254,6.116758
6184,5.860304,-10.228633,5.505015,6.140273
6185,-1.60955,2.792831,5.803604,2.971039
6188,5.521436,-9.297648,7.725633,6.094846
6189,4.407351,-12.137106,5.853136,3.80893
6192,2.374066,-3.708779,5.111686,8.801945
6194,5.828998,-4.278526,4.771843,4.690291
6195,2.095887,-8.004206,7.792109,6.583588
6199,3.11965,-6.884017,6.550614,8.782787
6205,6.507325,-13.673344,5.340599,6.890809
6207,0.962516,2.819666,2.938673,0.425702
6208,3.368813,5.933639,5.827337,0.435855
6210,1.89017,6.81211,5.332736,-2.126191
6211,5.415518,-6.134742,7.547852,5.13944
6212,0.226332,-3.907372,7.16647,7.910132
6213,5.088706,-5.883318,5.415797,4.00806
6215,1.781058,1.277459,4.087131,2.365941
6216,7.076863,-7.738265,2.772847,4.537279
6217,6.436167,-10.11553,8.573324,7.006847
6218,-3.471134,7.38351,6.957033,0.843548
6219,-4.733072,4.642444,6.393535,0.548863
6220,5.160399,-7.757416,6.124216,7.401038
6221,1.271648,2.446014,7.03864,7.394116
6222,5.250512,-9.057461,7.762333,4.66393
6224,6.407288,-12.759044,6.368378,6.421675
6225,-3.592478,3.991478,7.814377,1.278056
6226,4.893529,-6.008912,5.258995,3.526039
6228,2.995281,-5.134646,6.411677,7.951566
6231,-0.214198,-8.028775,7.573215,8.465071
6232,4.701812,-7.777004,7.026999,7.287528
6233,-3.917702,7.873379,6.654684,2.45966
6234,6.872014,-13.186771,6.549308,6.903648
6236,1.286793,6.094468,7.468762,1.333036
6237,1.149814,7.03895,7.686012,-0.544711
6240,7.707874,-8.702244,5.794736,5.42521
6241,1.973853,-6.687324,7.292352,6.643665
6246,3.97353,-8.910104,8.010251,7.443847
6249,4.210112,-8.547682,8.218008,8.370349
6250,6.391774,-10.961248,6.014493,5.86345
6251,6.488772,-2.914873,7.387405,3.908962
6258,5.240547,-7.780675,5.869713,6.435057
6262,2.849062,-12.146955,9.163138,6.237948
6263,-4.304947,7.661072,4.587232,1.923231
6267,-0.183647,8.034736,6.524919,1.682169
6268,6.79104,-8.756828,2.900821,4.033456
6270,2.719379,-11.1086,6.419644,6.60619
6274,5.860638,-7.251729,6.142671,4.8311
6276,-0.152551,6.314196,5.839365,1.816839
6280,-0.405857,-5.677477,7.714221,4.418027
6281,6.614295,-9.635454,4.752308,8.715036
6282,0.992109,7.339037,6.878737,0.179416
6283,3.594663,-7.886623,8.341679,5.990346
6288,3.984278,-3.204706,6.389866,5.566455
6289,1.735496,-10.7209,6.177746,8.192827
6290,2.278257,5.120489,7.01074,0.014599
6292,7.488591,-10.521615,4.278308,5.38007
6294,6.613044,-9.687183,6.324143,1.068332
6296,6.479542,-4.250548,6.610871,5.87383
6298,-1.074014,5.462445,4.701239,2.551396
6299,1.087789,5.386573,6.959272,1.324031
6300,1.284896,-5.15973,5.830877,6.405375
6301,5.851196,-12.336326,7.021763,7.330101
6303,-1.539447,6.190995,3.642073,1.949698
6304,5.975084,-0.465362,5.713484,1.999264
6306,-1.118267,4.510918,7.307111,2.734702
6307,1.447368,-7.230005,6.730265,6.975676
6308,-2.324143,7.28871,8.156969,0.517147
6309,-0.569201,6.578776,6.537603,0.833974
