ParameterIndex,miR200,ZEB,SNAIL,GRHL2
4327,4.846454,-8.250679,6.716774,1.877267
4329,6.206062,-10.050731,5.273419,8.317247
4331,4.135876,-5.123706,7.636313,5.659605
4332,0.492524,-7.963512,6.076527,6.733615
4333,3.473641,-10.846635,2.396635,8.044289
4336,5.588627,-11.175563,5.55896,7.929015
4337,1.10795,-6.441663,7.972385,8.15792
4339,-0.976888,7.776416,7.026791,2.545735
4341,8.317949,-4.418393,5.657887,6.469981
4342,0.867733,6.490509,5.272889,2.421254
4343,-0.923355,6.025394,8.962652,3.39808
4344,3.831413,-5.764882,7.004521,7.180858
4347,6.589809,-6.063306,5.510079,6.486313
4348,5.750132,-9.001326,6.994955,6.864663
4349,5.450706,-6.890155,6.870077,6.169852
4352,3.422342,5.681573,6.563658,1.355284
4355,-6.201621,7.456518,7.668893,2.635585
4356,6.360654,-7.373199,7.272147,6.744051
4358,-3.367465,8.548044,8.219801,1.706988
4361,6.481709,-8.401311,5.233196,4.910571
4363,-2.562793,5.637863,7.574975,4.033357
4368,-1.36932,5.79904,7.639687,0.411541
4370,3.263395,-3.104896,6.001155,5.093337
4371,-2.669374,4.400479,5.349056,0.365215
4372,-1.778845,5.759854,6.216396,-2.434651
4373,-0.806619,4.975876,5.043934,4.043704
4377,3.474683,-8.80597,8.446104,6.121195
4378,-0.866571,-1.915294,8.959708,4.979731
4379,6.335907,-7.626022,6.911958,5.680806
4380,5.477547,-11.054401,6.319028,6.520896
4382,-5.226488,4.344933,6.115221,1.469617
4383,1.617963,6.305482,6.606022,0.257608
4384,4.803315,-8.483729,4.577484,6.715345
4385,7.151497,-8.999677,7.241883,6.9849
4386,5.900822,1.767409,5.359194,2.872175
4387,7.669865,-6.883225,5.815169,4.777913
4389,5.71455,-8.576633,6.240802,3.05456
4391,-0.983147,6.782671,7.284878,0.757784
4392,2.62456,2.595241,6.502575,2.042037
4393,-0.040951,-2.895187,6.303097,7.277271
4395,5.163823,-7.116844,6.049645,7.185054
4397,2.81497,5.343375,3.639309,0.620562
4398,-2.856841,1.777854,6.977611,3.975342
4402,2.298967,-8.957119,6.492378,7.657919
4405,3.631433,-10.584875,6.180375,7.596221
4406,7.25419,-6.736894,1.341381,5.994443
4408,0.198878,6.032015,6.624924,-0.241208
4409,3.827299,-2.513576,8.40363,4.940666
4412,5.998134,-11.997761,5.306186,6.296089
4415,-1.545309,5.789113,7.324484,-0.774678
4417,5.727886,-11.990996,6.989175,4.372751
4418,-0.931642,6.348751,7.851899,1.665348
4421,6.524647,-6.128694,3.071002,4.794527
4422,-7.442529,3.936614,7.667368,0.328239
4425,3.332705,-8.743923,6.159772,3.864436
4426,0.845422,-4.810127,8.039319,3.610127
4428,6.626103,-13.829352,3.103917,7.224545
4429,-0.888123,8.056651,6.583758,1.320007
4434,6.877494,-9.58902,5.774394,8.444411
4435,4.013266,-6.560855,4.658031,6.864659
4436,-4.201586,3.676372,6.671704,1.893327
4437,-0.142827,-10.503051,8.614163,7.909003
4440,6.070918,-9.409502,5.601847,5.630108
4442,-5.577184,5.992753,6.392158,1.331191
4443,3.079294,-8.643149,7.623277,5.833288
4444,2.266071,-7.07296,7.165503,8.747601
4446,-3.327329,6.808427,8.835393,1.937335
4447,-0.926398,2.801806,6.650176,2.128399
4449,1.999787,2.382733,5.856468,1.626225
4450,3.56001,-8.820863,5.282801,4.481607
4452,5.505567,-13.393143,6.247395,9.225347
4453,2.638942,-4.26474,8.728918,4.598691
4454,3.876776,5.14963,7.724045,-1.663893
4456,1.433233,6.267861,8.064112,1.891134
4457,6.34812,-5.112228,7.343045,7.033607
4458,6.666253,-11.005154,5.22898,7.072003
4460,1.83533,-8.346294,7.272435,4.665552
4462,-0.849533,5.100518,5.822612,5.003877
4463,3.460814,-5.381739,7.963334,6.394554
4464,2.717509,6.820125,6.612038,-0.176763
4465,-4.357908,6.341599,7.388192,0.760616
4468,1.021561,6.22487,6.044493,2.573438
4469,3.804649,2.369974,4.093806,2.254831
4472,-0.420436,6.103713,6.741022,1.289861
4474,0.492849,6.178603,6.606583,1.369682
4477,7.66912,-6.773442,5.368672,5.069576
4478,2.751004,-11.998515,5.80694,8.514794
4480,6.687139,-8.718288,6.517912,8.360777
4481,4.830979,-1.775187,6.668682,8.839457
4483,4.510722,-9.409957,6.765915,6.728492
4484,-0.099879,4.768298,5.653466,-2.088721
4485,6.204669,-8.441209,7.04401,7.561344
4489,1.26228,4.360821,6.319301,2.238043
4491,-3.163199,2.793344,4.20611,-2.240063
4492,3.183393,-8.228898,8.66758,6.122614
4493,5.513967,-6.173335,4.429229,7.202967
4494,0.546563,6.862622,6.167705,4.678986
4495,-0.024538,7.306439,6.630351,-1.546306
4496,2.143607,6.992382,6.258732,2.702553
4498,6.7264,-8.156387,6.214369,7.256742
4500,6.822357,-9.577346,6.562918,8.126493
4502,6.017752,-7.891788,6.496522,5.298987
4507,4.890558,-11.948364,8.090376,7.421033
4508,6.521476,-11.732743,5.674197,7.271618
4509,-3.146612,5.458857,7.113091,0.151112
4510,-0.695097,7.981525,7.683713,-1.510447
4512,0.532172,-4.548349,6.212956,7.836035
4513,7.163782,-9.548589,5.696575,6.469107
4514,7.370035,-7.921352,6.216346,8.428034
4520,5.561084,-11.358354,5.652083,6.602686
4523,-1.46328,4.894751,6.235212,0.513155
4525,5.793502,-3.25497,5.460372,5.182377
4526,5.528668,-5.48899,6.667091,7.660319
4528,-1.935471,4.617957,6.588721,1.6989
4530,-1.64184,3.462507,6.352666,-2.888355
4534,1.720453,2.913908,6.636809,-2.356824
4535,-0.886344,5.047816,4.684597,1.245534
4536,5.723011,-6.877869,8.384751,4.26821
4538,-1.412043,4.053003,6.370969,1.572806
4539,3.357489,-9.713832,6.588598,5.563104
4540,5.266608,-10.151858,6.464162,7.618538
4542,5.232482,-7.532235,7.062016,8.211144
4543,-2.233269,7.77256,6.831533,0.858548
4544,-0.098264,3.779053,6.006215,0.578872
4545,0.382442,5.612859,4.438375,0.346444
4547,-3.065053,4.12143,6.939913,0.12267
4550,0.619819,-5.334657,6.503381,5.709218
4551,3.849344,-8.134837,5.678579,6.174691
4552,0.423284,-4.566608,7.39922,6.500028
4553,1.509726,-2.659984,2.748074,2.579259
4554,1.702879,2.787202,4.476459,0.51295
4556,-1.000091,1.939579,9.560074,4.514795
4560,-2.274856,5.086508,7.147839,1.257214
4562,0.980028,-2.753006,4.793661,7.090334
4564,8.17465,-4.291009,6.118871,4.914288
4566,5.555002,-11.39365,6.793402,5.519798
4567,1.464948,-3.796245,9.290106,5.940906
4568,7.41201,-13.146198,5.36964,6.531818
4569,-0.570999,2.800847,6.3823,-1.334889
4571,6.417324,-3.706892,4.724816,5.742094
4576,1.915608,-4.814174,8.117851,9.664498
4578,0.569571,5.35349,4.868585,-4.964928
4579,2.766336,-8.386939,6.878025,7.26677
4581,-0.271576,5.99769,6.361604,2.356847
4582,3.697936,-5.77109,7.125593,6.223398
4584,4.176537,-9.646725,7.550588,5.430776
4592,4.794894,-5.306996,5.273862,5.382105
4593,5.980454,-13.128636,6.412356,5.849487
4594,5.188711,-2.606643,8.255206,4.150646
4596,-0.293371,-2.708746,9.384704,5.416038
4602,-0.680386,5.136632,6.847622,1.098472
4605,-4.217545,7.46001,5.107762,-0.057522
4606,-1.225353,6.333729,6.659443,0.938832
4607,7.753124,-6.246134,6.439679,6.299255
4609,5.248356,-10.280868,8.195717,6.729799
4613,4.313962,-7.662801,8.978742,6.599919
4615,5.531668,-5.575361,6.838175,7.043884
4618,-0.443451,6.404816,6.517914,-1.105375
4620,6.581887,-8.606256,6.786938,3.866868
4624,-3.083625,4.440852,6.911414,1.521264
4625,1.756844,5.167517,8.229752,3.285087
4627,-0.788714,-4.312705,6.473283,8.166467
4629,5.84157,-9.165279,3.424267,6.142278
4631,5.77382,-9.838451,7.249029,7.441994
4632,0.168245,-4.43399,8.264798,7.416591
4633,-3.93895,3.964194,5.675102,1.301803
4634,-2.884779,4.430877,8.567813,1.014218
4640,-2.506912,3.738286,7.825676,4.317972
4641,6.45392,-8.378735,5.245142,3.461658
4645,7.954929,-7.8665,6.256633,6.235446
4646,-2.416444,6.872793,7.896392,1.478179
4647,2.527302,-7.960589,5.730726,9.408026
4648,5.517575,-8.899831,6.070102,7.360344
4652,5.681834,-11.171666,5.402703,7.25709
4654,-0.900614,3.940718,6.365786,1.7237
4655,3.952881,-6.066651,6.935715,5.070851
4656,7.547155,-8.226769,7.372022,7.1276
4657,3.325959,-8.255535,6.926137,7.842612
4661,7.952495,-7.624389,6.721564,6.997215
4664,-0.603571,5.585998,7.506275,-0.67383
4665,2.541552,-4.47245,7.123375,5.731216
4666,6.057329,-8.077818,4.558164,4.561154
4667,5.341737,-7.023474,6.158274,7.166745
4668,2.811885,-2.796166,5.674164,4.078741
4669,3.53244,-4.540256,7.31415,5.56393
4670,7.241491,-8.912142,6.465864,6.496803
4671,2.22539,2.858855,3.758944,0.124415
4672,4.63446,-11.696367,6.591669,5.860794
4674,2.964833,-12.645318,6.702986,8.402218
4675,-0.4493,5.325722,6.592327,1.843561
4676,5.087301,-7.418819,7.633899,7.350715
4677,1.118104,6.417751,5.700072,2.761787
4678,-0.735048,5.559272,6.72529,3.010082
4681,7.483229,-8.6849,6.268415,6.642949
4682,2.40592,2.319369,7.190434,0.491733
4684,0.413067,0.746099,5.484345,5.752419
4685,0.380707,4.463314,6.712533,1.83238
4686,-1.852369,6.058634,6.953607,0.724527
4688,-1.891675,6.072747,7.716006,-0.705835
4690,3.543258,-8.358401,6.083993,2.725694
4692,1.400707,-12.99364,6.571528,6.481617
4694,-1.384719,5.168822,6.943638,1.378112
4697,3.750562,-3.584248,7.187003,6.166897
4699,0.3871,6.339872,6.762353,0.11033
4701,5.034867,-11.619634,7.188557,8.700587
4702,4.686075,-12.520659,6.514158,5.215947
4703,6.948342,-6.444099,6.054128,3.418644
4704,4.44295,-5.565129,6.783034,9.43962
4709,5.525194,-5.376479,6.642952,4.584545
4711,4.78886,-10.297105,6.899562,7.221302
4714,5.2541,-3.6822,7.414728,1.981581
4716,3.109417,-10.910919,6.528863,6.02282
4717,3.563449,-5.334106,7.65391,7.729067
4718,1.738244,1.526866,4.599301,0.260338
4719,3.862538,-0.165472,5.287944,0.609201
4720,7.351591,-10.846272,3.923381,6.336647
4722,5.439821,-5.973889,7.289857,4.409702
4723,0.513297,6.595025,6.616468,0.877914
4724,5.996992,-10.69377,6.462055,7.279044
4728,-0.827919,4.842354,7.739012,0.47732
4731,-2.574166,8.437699,8.865532,1.262823
4732,3.881315,-8.396713,7.920089,7.996026
4733,1.184856,8.768029,3.708501,-2.525857
4735,-1.122099,2.127851,6.296727,3.887508
4736,9.146989,-11.407797,5.456952,8.692128
4738,0.873569,-6.449063,6.9673,7.103878
4739,-0.152252,4.592247,6.523072,1.606173
4743,1.028308,5.880562,5.981668,0.441891
4746,7.336436,-9.688353,6.533465,5.86284
4747,2.207045,-4.093302,7.203366,5.244116
4749,-4.329719,0.15849,6.674582,6.411104
4751,-4.498277,0.438809,9.301215,5.169696
4752,1.502129,4.640216,3.794106,3.085915
4754,2.346852,-4.809103,8.222677,5.823432
4755,4.533275,-10.11701,8.32267,6.578176
4756,6.376172,-7.843483,5.911558,7.355825
4757,4.560871,-10.683775,6.583231,4.122671
4758,0.699332,3.844773,6.752392,2.240691
4762,-1.714024,4.000791,3.458022,0.466736
4763,1.785402,2.850216,1.766813,0.642105
4766,6.198034,-12.720624,4.998648,8.781915
4768,-0.247015,5.379633,7.580867,-0.162269
4769,0.698134,2.38673,6.331375,3.772921
4770,1.260399,5.612868,6.116835,2.619908
4771,2.570056,-6.60782,7.787835,5.496232
4772,5.410336,-6.661293,5.934511,5.125018
4774,6.483382,-9.934674,5.390283,6.987897
4775,4.208893,3.716786,5.94582,2.418548
4776,5.315123,-6.201869,5.417182,3.886807
4779,-1.671312,-4.607747,9.336884,6.911697
4780,-1.409848,5.159921,7.768302,6.072861
4781,-1.631587,7.049077,7.048341,0.102218
4783,4.590825,-5.117538,6.956673,3.893057
4784,5.889605,-7.801785,5.288933,7.122726
4787,8.123015,-9.591008,7.046406,6.711046
4788,4.574575,-7.371279,5.906478,3.736841
4789,-1.64943,4.158772,6.327682,4.892495
4791,0.544192,-6.352122,9.0351,7.673282
4792,6.290969,-5.727475,6.349015,5.547266
4793,-0.073091,6.246336,8.546102,1.308776
4794,-5.161785,6.116403,8.47134,3.66482
4795,0.158204,-7.051608,7.125042,6.952888
4796,-0.46361,8.474385,8.227811,0.824731
4798,6.365659,-9.722024,4.985969,6.73702
4799,3.003355,-7.130162,8.354744,7.354078
4804,3.526193,-7.585105,8.10708,4.831819
4805,-1.549779,4.451128,5.260371,1.004467
4806,5.948534,-9.0308,5.808427,7.04153
4807,2.44849,6.016333,8.054604,2.264093
4808,4.67654,-8.726024,5.99468,5.405049
4809,1.497154,-5.240238,7.353214,7.874599
4813,3.460394,-9.249668,5.826385,6.254103
4814,1.619908,-7.037533,9.193792,5.0183
4817,8.054824,-10.736438,5.249609,9.194222
4821,2.906492,-3.620135,8.003327,6.879737
4822,3.218103,-6.627645,8.017288,7.00971
4823,-0.679652,4.152538,6.496074,0.357623
4824,4.549348,-8.507426,7.229272,6.017943
4825,-2.051818,2.512112,5.324566,1.383711
4828,5.383395,-5.037717,5.696491,7.32562
4829,3.51732,-4.668487,6.983125,4.587909
4830,5.684189,-11.371329,3.511723,6.314248
4831,0.785233,5.902542,6.205856,2.1858
4832,5.316787,-3.183843,6.737783,4.941633
4833,3.949229,-6.308778,6.727178,7.988176
4834,3.743937,-8.68997,5.810866,6.082014
4836,7.280596,-12.03633,3.491636,6.801214
4837,6.225199,-14.157769,4.569087,6.707243
4839,5.275087,-4.594542,6.804811,7.288334
4840,7.668839,-9.889154,5.123323,6.21629
4841,4.900194,-10.931165,6.520196,7.015684
4842,5.251193,-9.428107,4.657574,6.081054
4843,2.918274,-8.359805,7.130154,7.274859
4848,4.110244,-6.952751,7.582146,6.984299
4855,4.076631,-9.91021,8.530702,8.132553
4856,6.954327,-8.255037,6.629213,5.901466
4858,6.586473,-9.574549,6.695422,7.290658
4861,2.499764,-3.143512,5.537118,8.374184
4864,2.134633,-3.500928,6.471197,7.476168
4866,4.483841,-9.477796,6.314511,5.627935
4867,-1.142623,6.436077,6.962874,2.756493
4869,1.888743,6.421564,6.72432,3.10629
4871,-0.364445,-6.113749,8.053488,6.176009
4873,1.804457,-8.02609,6.519106,6.737344
4874,4.008553,1.529293,4.513084,-1.273146
4875,-2.504755,5.519583,8.068912,0.385733
4876,5.690277,-3.942721,7.262008,5.678056
4877,0.301679,5.554333,6.099912,1.098986
4881,5.121227,-8.849927,6.15503,4.747101
4883,0.56437,5.60144,7.518125,5.622293
4886,2.313784,6.06283,6.365152,0.444499
4889,-0.909923,6.606093,6.781104,-0.066382
4891,-2.215198,6.014919,6.897058,1.898437
4892,3.086293,3.970826,6.631633,-0.544169
4893,6.585097,-7.81721,7.428474,6.452866
4899,1.600579,-2.320003,8.023895,7.192886
4902,-0.045684,5.389716,6.317152,1.982602
4903,2.067407,3.020574,4.2349,1.274604
4907,-3.851073,6.452889,8.371965,1.201541
4909,-1.812208,5.13631,7.507502,1.362473
4911,6.985676,-15.778701,4.526639,8.184387
4915,-6.416388,5.844203,7.370513,0.673985
4916,3.015659,4.122315,7.313518,2.739749
4917,7.491681,-5.328055,4.572283,5.912869
4918,3.673824,-10.897,4.142361,7.364525
4919,2.093035,-5.695017,8.658628,8.464414
4925,4.263347,-7.371703,6.461296,7.741797
4927,5.080839,-7.762952,7.405535,4.779643
4928,6.283623,-8.959687,6.670821,5.508289
4929,3.956804,-9.147116,5.060135,7.322771
4930,7.838106,-9.536508,5.812476,6.082511
4932,-0.649641,5.063173,5.769563,1.10895
4939,-3.696031,5.233529,6.587454,1.337854
4941,0.607731,3.709608,4.052648,0.355518
4942,6.511572,-6.881025,6.316067,7.064413
4943,4.639575,-5.404884,6.737559,5.475308
4950,0.366818,4.951506,7.467119,-0.036466
4951,4.648902,-9.337053,5.812363,9.740803
4952,-3.536201,6.757568,8.901098,1.91151
4953,-2.946284,6.185014,7.503816,-0.317352
4955,6.798191,-5.029192,3.70253,7.712096
4956,4.646819,-9.612436,6.246285,6.138354
4957,-0.320254,5.510268,6.932202,2.859159
4958,4.289382,0.217807,1.515238,3.761825
4959,6.980521,-8.029585,4.821209,4.210691
4961,3.606978,1.426549,4.885649,3.570789
4962,5.507188,-8.188272,5.46246,7.387374
4963,-2.081159,2.618766,7.206842,1.162541
4966,6.89916,-6.679483,7.209647,5.11753
4968,1.550231,-2.155623,6.934778,7.583806
4969,1.005571,5.387519,5.997503,1.854824
4971,1.08647,6.838304,4.368965,1.401178
4972,0.495592,8.617629,6.187715,2.710085
4974,0.330473,5.914846,8.257382,0.73573
4975,2.815435,4.926275,7.272737,-3.315523
4976,-6.221493,3.44608,9.384396,2.364436
4977,3.864741,-5.736498,6.892756,7.828854
4979,6.77162,-8.20393,3.969501,7.112882
4987,3.605069,1.923222,7.445365,2.948938
4988,7.478156,-4.042628,4.588697,9.040078
4990,6.015911,-2.535597,7.201081,5.446085
4991,4.86804,-6.51938,6.359373,5.049832
4992,-8.408255,4.286918,8.736745,6.109649
4995,3.185604,-11.545518,6.03063,7.740457
4998,-1.030516,4.009196,8.543013,0.218789
4999,5.098762,-9.829193,7.8088,8.222248
5002,4.500782,-9.818776,7.054025,6.013683
5004,5.273494,-9.53785,8.598715,4.371756
5005,5.282889,-12.267648,3.664624,6.721313
5008,4.417835,-10.062857,7.004033,5.544873
5010,4.122419,-5.680587,9.380979,4.297045
5011,5.126538,-14.546526,5.964131,8.374133
5012,-3.35254,5.654059,7.638452,-0.261118
5013,5.079999,-7.025041,5.731136,7.311419
5014,4.114758,-4.672487,7.117333,4.313283
5019,1.868447,3.987848,2.225763,1.548593
5024,-1.141072,4.749518,8.216166,4.719656
5027,3.944093,-8.923297,5.844744,5.50449
5028,6.574238,-10.649484,5.458051,4.92535
5029,0.021658,-4.967572,5.525787,8.567995
5030,2.329549,2.818489,0.484144,1.086779
5033,2.219343,7.048641,6.691804,-0.243853
5034,7.22073,-6.078496,6.883186,6.687696
5035,6.751981,-8.258202,2.352963,6.200655
5036,1.184897,5.476022,6.973516,-0.009638
5037,5.07585,-10.024284,6.202337,5.326615
5039,3.922104,-9.00899,5.526528,6.604764
5040,5.494172,-10.288542,7.005419,6.989188
5041,-0.737185,5.549059,6.831064,-1.33351
5042,0.736718,3.209171,6.514941,2.583678
5043,6.475063,-10.123795,7.353387,7.656969
5046,2.976898,-10.543594,5.324753,7.322728
5048,0.205481,5.789141,6.725661,0.147724
5051,5.694198,-2.553145,6.327619,3.939301
5053,7.304367,-12.298198,3.168689,8.033188
5054,4.507274,-8.622409,6.303664,7.337451
5056,6.572014,-7.119312,6.469587,1.554375
5059,4.16356,1.733933,6.84288,1.150249
5060,-4.368509,6.976262,6.620186,0.174509
5061,2.645883,-3.780416,9.450204,5.731392
5062,3.298731,-6.746379,5.680669,6.465369
5063,2.860653,-4.816364,5.823233,6.648277
5064,0.032293,5.088296,7.147242,3.558614
5065,3.63046,-6.356127,6.157956,5.10978
5067,6.934091,-12.641713,7.166773,8.955611
5068,6.020495,-7.31664,7.064664,6.689405
5071,-1.361228,7.778167,8.136589,0.263617
5073,-0.868659,7.501548,7.668706,-2.567754
5074,7.063701,-12.285681,5.669824,6.874142
5075,4.685908,-5.794869,5.69825,5.512877
5076,4.012689,-5.810302,6.805438,5.960843
5077,-3.963826,4.306006,7.165457,0.111369
5083,-2.403072,5.03516,6.81493,3.43774
5085,-0.082214,-0.87412,9.286317,7.878808
5090,6.830979,-10.760789,7.078226,5.984958
5092,-1.334089,5.390219,6.626873,1.243222
5093,0.024622,6.113543,7.745667,0.729673
5095,0.369813,2.39177,3.685083,0.528092
5096,7.722724,-8.509734,4.474697,6.914897
5097,2.517145,2.98032,6.472499,2.826908
5099,0.463706,2.908152,6.587394,-0.174912
5100,5.167238,-10.212165,5.812875,7.471279
5101,-5.096619,5.009339,8.008534,1.418456
5102,-1.826534,7.002057,5.052942,1.132535
5103,6.221193,-9.406133,5.739126,6.800327
5104,0.042435,-13.614682,4.819231,6.796855
5108,0.951881,5.85249,6.529194,2.534498
5109,5.907398,-7.580344,6.772038,7.199965
5112,0.533722,-8.70279,6.060043,5.089117
5115,1.450279,-6.840329,6.310007,6.867213
5118,0.868126,-3.093656,7.86384,6.581368
5119,5.66383,-7.534934,5.166034,6.499913
5120,2.467929,-0.738071,7.402863,6.89885
5121,-2.445083,5.586117,7.383737,0.333038
5124,7.212781,-6.7724,4.279941,2.795981
5127,-2.307983,5.874571,7.291261,1.101682
5129,-1.241857,1.373805,4.587241,2.065726
5133,-1.822126,7.208959,6.810092,2.303669
5134,-0.462426,-4.666621,8.316476,4.835978
5135,1.462193,4.007618,6.44891,-2.967475
5138,5.310385,-12.373804,5.967571,7.585934
5139,6.370656,-8.443633,6.46767,6.327371
5140,4.642554,-5.963226,6.877332,6.427326
5143,1.091945,-3.902502,9.822435,5.418371
5144,-0.663662,5.094331,6.072511,2.831333
5145,2.203561,-9.15104,7.324319,6.518266
5148,-1.469688,7.856514,7.542114,1.982399
5152,1.546254,5.595206,4.065594,2.475628
5154,1.142138,3.034051,7.732829,2.14746
5155,1.489088,5.516927,6.218202,-1.640383
5157,3.559267,-4.22665,6.645899,6.630711
5158,0.231293,4.226486,5.898627,2.879872
5159,-2.574481,2.295053,7.318062,2.106458
5161,4.651699,-8.228211,3.997613,6.119548
5162,4.793351,-14.855547,7.946646,8.176145
5163,-8.713519,5.696032,8.369006,1.418351
5166,2.522252,-5.461935,8.639985,8.831879
5167,0.294085,6.074762,6.427927,1.254677
5168,4.841391,-9.383011,7.825964,5.243343
5170,6.482169,-9.178114,7.463343,8.979517
5174,0.373526,-5.64099,6.094913,8.449581
5177,-0.774907,7.023616,6.151601,-1.513477
5179,6.636414,-7.965863,5.819717,9.004835
5181,3.571934,-8.641786,6.571079,6.483475
5186,-1.240881,5.667854,6.441629,2.65539
5187,5.662636,-4.484923,7.530174,5.579876
5191,-2.288218,4.78728,8.692446,2.213363
5192,4.317063,-11.9725,6.583285,7.229197
5199,4.109605,-6.844603,6.992724,7.828398
5200,5.194584,-8.399736,6.465176,7.145978
5201,5.051615,-10.831209,6.614015,7.064064
5202,0.567104,-7.660854,8.403567,8.482217
5203,1.236585,-4.0067,7.668737,5.557687
5206,-2.01722,-7.931541,7.029839,9.750519
5208,4.343759,-8.494063,6.461581,7.175292
5210,2.678828,2.678616,3.788241,0.995922
5211,5.669701,-4.783623,7.017743,6.170749
5213,-0.841185,5.843764,7.721307,2.622439
5214,2.5993,-5.394665,8.327198,6.313539
5218,6.102888,-11.892989,7.67412,6.444442
5220,0.093246,3.390338,6.291239,1.77334
5221,3.103214,5.526736,7.153289,1.039785
5223,1.330906,-3.335713,7.837187,5.397046
5225,5.751465,-8.985291,7.722023,6.374272
5226,1.327428,4.691166,6.627706,2.888994
5227,5.29158,-7.576781,6.962837,4.433142
5228,0.205963,-0.000757,5.115475,7.242394
5229,5.034003,-5.497748,9.351077,7.680191
5239,7.234891,-10.095004,3.855576,6.486297
5240,3.24803,-7.924972,6.08705,5.967755
5242,0.90537,4.51316,4.493061,-0.932365
5243,-0.168246,-0.643598,5.051258,6.583073
5247,3.751704,-12.381377,5.976484,8.550104
5248,4.520936,-9.122212,5.773948,5.754725
5249,2.868884,-3.272155,6.884247,8.470764
5251,5.619235,-10.871385,7.501682,5.905133
5255,4.676326,-12.563706,5.507083,7.276861
5256,1.63915,1.980161,3.215063,3.998294
5257,7.349072,-9.295899,1.880249,6.142226
5259,5.568145,-11.052931,6.527612,6.42711
5261,5.094559,-3.953624,5.201992,7.00969
5262,4.504649,-3.646784,7.111546,9.476927
5263,4.683441,-7.882682,7.715785,9.550016
5264,3.643353,-11.51929,2.893501,9.220204
5265,2.780231,4.823138,4.776452,-0.445532
5268,-2.50701,4.404592,7.237724,2.098098
5269,4.060465,-5.455132,5.817861,6.511545
5270,5.815943,-9.376114,5.229085,7.726454
5272,6.106977,-9.649783,5.683041,7.160597
5273,3.673859,-9.667316,7.506727,6.715955
5275,1.1542,-6.166776,8.24452,6.913479
5276,8.458716,-10.937311,6.916055,7.411638
5277,-0.16071,6.070823,6.281333,-1.703204
5288,6.704842,-7.789536,6.123812,4.895447
5292,-5.027486,5.414305,5.734244,-1.809132
5294,2.675142,3.604204,6.149488,0.451751
5296,5.913478,-10.800995,6.055542,5.536715
5297,-0.649623,4.640601,6.453974,1.869837
5300,-4.165196,7.434952,7.613866,3.063294
5302,0.037712,6.591801,5.915593,-0.442825
5304,-6.301378,8.362802,9.153528,0.832654
5305,2.686083,-5.232698,8.408851,5.246854
5307,1.315167,5.237882,6.436352,-0.185037
5308,5.052055,-5.959282,4.897564,6.881334
5309,-0.977485,4.286539,7.881336,4.112446
5310,-2.58592,5.824275,7.870658,1.657017
5311,5.563888,-11.792333,5.821525,6.881085
5314,1.688992,-7.019824,7.152798,7.577948
5315,-1.680582,7.38115,7.130054,1.716725
5317,0.83662,2.969826,5.711655,-0.604264
5319,5.37427,-12.132497,8.556413,6.95564
5320,-2.019291,-7.2062,6.785148,7.192338
5321,6.433592,-8.382864,6.856669,5.612094
5322,3.169813,-3.708458,7.070711,6.759499
5325,5.591363,-15.199374,5.016922,7.631774
5329,0.688594,4.296865,4.472095,2.978133
5334,1.405249,-4.83366,6.548314,7.209103
5336,5.143693,-11.488436,5.693961,7.428451
5337,6.767835,-6.382932,5.943547,5.590125
5339,1.146059,1.111855,4.131361,1.217873
5341,1.11654,6.125256,5.970925,0.337545
5343,-0.479452,7.818956,6.276435,1.107138
5344,0.37039,6.122674,5.614226,3.878504
5345,0.1447,-4.723228,8.744536,6.490455
5348,0.928971,-3.660805,7.196129,5.40541
5350,6.656423,-5.215202,6.009077,4.114496
5351,1.722319,6.630846,6.066429,4.165842
5353,6.159164,-9.360411,6.086808,3.158492
5359,-0.340007,6.202051,7.534368,2.096522
5360,1.378839,4.543242,6.396819,1.659071
5361,6.312943,-15.693443,6.679515,6.733301
5363,1.809134,8.220849,6.396806,1.040407
5367,-0.161022,4.093969,7.580938,0.466917
5368,-1.682908,4.707278,6.509002,1.175816
5370,-3.904582,5.499382,8.235478,2.289803
5372,-2.329777,5.805229,4.492719,3.073916
5373,4.482515,-11.715107,5.044113,9.533678
5375,-9.490784,2.130844,7.533056,2.668747
5376,0.483015,-5.386976,7.717939,7.753328
5377,6.230013,-7.589881,4.307844,4.59122
5378,3.168113,-5.899692,8.132338,4.486095
5381,3.955204,-0.733646,6.009893,1.457054
5385,-4.893185,5.187322,7.541019,-0.691069
5391,7.212161,-8.830466,7.041325,8.135158
5392,-1.157769,3.33034,5.870195,-3.934356
5394,-5.30524,5.374619,6.460312,0.489704
5396,4.579141,-10.76337,7.381192,5.281257
5398,0.833644,6.999638,7.665869,1.100103
5399,5.452942,-12.110487,5.148806,6.951625
5400,-1.036113,2.581011,6.001754,2.226538
5401,6.191381,-10.595453,6.802799,6.049887
5403,6.535117,-10.19427,7.496369,9.14179
5404,6.022551,-13.617131,5.135883,6.67871
5405,6.237592,-13.223467,2.763983,7.47483
5406,0.028079,-7.677218,8.699374,6.588817
5408,6.392417,-9.774497,4.134687,5.910724
5409,1.704969,-2.827683,6.246722,4.742698
5410,6.513248,-11.935411,4.181701,7.263342
5412,0.069994,5.017506,6.689883,0.238745
5413,-0.401702,0.333776,4.467842,7.212661
5414,-0.702082,7.225762,7.516691,1.326444
5417,1.184349,-8.099289,7.343289,8.659513
5418,7.850569,-11.830057,5.971985,6.710968
