Boolean,JSD,heatmap,data
 ,SNAIL-OVOL_0-1,WT,ZEB-OVOL_2-1,ZEB-ZEB_1-0,OVOL-miR200_2-0,OVOL-miR200_2-1,ZEB-miR200_2-0,ZEB-miR200_2-1,miR200-miR200_0-1,SNAIL-miR200_2-0,ZEB-ZEB_1-2,OVOL-ZEB_2-0,OVOL-ZEB_2-1,OVOL-OVOL_2-0,OVOL-OVOL_2-1,SNAIL-ZEB_1-2,SNAIL-miR200_2-1,miR200-ZEB_2-1,SNAIL-OVOL_0-2,OVOL-SNAIL_0-2,miR200-OVOL_0-2,miR200-miR200_0-2,miR200-OVOL_0-1,miR200-SNAIL_0-2,miR200-ZEB_2-0,SNAIL-SNAIL_0-1,SNAIL-ZEB_0-1,SNAIL-ZEB_0-2,SNAIL-ZEB_1-0
OVOL-SNAIL_0-2,0.0325704462002023,0.00966967955610586,0.20024032687728188,0.013752187583315235,0.0047633790373658716,0.00818824758565061,0.2355189662115169,0.21166926603589892,0.003014376360409866,0.01254890283655349,0.051521103941065974,0.0048428184719577815,0.014963962554985789,0.045418631450163637,0.043638226802153776,0.032517567176433636,0.03046958064506432,0.06905755222881699,0.015547164899641926,0.0,0.06006753816825232,0.031924047240609196,0.019308774298826437,0.0005493584082524143,0.027482287645767635,0.005564592623836407,0.00569004709131907,0.022054768284082725,0.017205983400321846
miR200-OVOL_0-2,0.006558421648490077,0.047948766586133604,0.06362183445374202,0.032713193768164624,0.07330803300733718,0.08558844747125013,0.08924457374868777,0.13352884150627314,0.05038141770077638,0.04724034456023929,0.020442006907313563,0.043325651191789175,0.024563049972836162,0.11669616262849881,0.06286410429953747,0.04869719543407982,0.043331856855186306,0.05649468314460984,0.028006221469883276,0.060067538168252305,0.0,0.05530022867887223,0.049867016167966016,0.06005618319036744,0.046795086852369785,0.056180659982287426,0.05138813289385116,0.04762154191188846,0.052056408649884894
miR200-miR200_0-2,0.026203018716844224,0.0071372548279363575,0.21185842407936928,0.010959480408569242,0.057399029339535994,0.06474325990601307,0.15187856566023922,0.08952729951002489,0.015734850934621528,0.01333030342352173,0.027224012684079417,0.013920527977718117,0.017574881153284344,0.023669846638879652,0.01697822351522349,0.0007131771840328642,0.0015764127600492869,0.009349698650688347,0.01616807541130391,0.031924047240609196,0.05530022867887226,0.0,0.015262126581802107,0.030896408012595675,0.0011899986094302654,0.021032025965091697,0.011170053729905323,0.002010847420984792,0.002523706472330564
miR200-OVOL_0-1,0.024045170136160834,0.00940368948233727,0.21059967512046945,0.011814457035495546,0.034997501449100125,0.04269375056350501,0.19880618318682491,0.14434260091534137,0.011972775681234817,0.013747247550704448,0.03663947263204158,0.01026381090754832,0.014328073803696948,0.022483979387319875,0.02015514872811311,0.016300664507171537,0.014274464481530294,0.035818625257639056,0.004361559485484879,0.019308774298826433,0.049867016167966016,0.015262126581802104,0.0,0.018739460498906214,0.011539518577816044,0.01990626857782586,0.008726632151538658,0.013675755325385903,0.01110077436089407
miR200-SNAIL_0-2,0.032501122339875316,0.008895072059714283,0.20317910388867572,0.012776861165307418,0.004549802459680018,0.0104586881439229,0.23569902912889565,0.2079300290437896,0.0029090593282415905,0.009822228635153911,0.05090029457478514,0.005026849261685851,0.014844683089606821,0.04359611421093905,0.04273913625220885,0.03074194887935062,0.028471435750989323,0.06712419153997132,0.014719792442427718,0.0005493584082524143,0.06005618319036743,0.030896408012595675,0.018739460498906214,0.0,0.027283671848025257,0.004231558117200124,0.005863496246439835,0.02046812061669514,0.016263831393154054
miR200-ZEB_2-0,0.02057756403157939,0.005622922940067687,0.19611680316146454,0.0074374409015323,0.051341928262600686,0.05737498788827936,0.14969502475986124,0.09507053032146186,0.01295913452267092,0.012782145554918162,0.020589017155230593,0.010113848817196366,0.011582372668376632,0.028042924176095517,0.018947860094443027,0.0020610954499407346,0.0024849852258221096,0.010833576108418435,0.011133030847808128,0.027482287645767645,0.04679508685236979,0.001189998609430267,0.01153951857781604,0.027283671848025253,0.0,0.019148539325918194,0.00859782384804239,0.002178823718400443,0.0027234115282045246
SNAIL-SNAIL_0-1,0.028132122192820318,0.004675731611506257,0.19955121723686842,0.00876671430177055,0.014109551776996025,0.019046767646128983,0.21289076356731965,0.17681533848561642,0.0027163884070942734,0.00882920832534943,0.04134392268305889,0.004128491606115342,0.01240595633448242,0.0387613431127901,0.03603177958916002,0.019814683659023398,0.018907040305050762,0.05003325929847549,0.01423540168450958,0.005564592623836407,0.05618065998228744,0.021032025965091704,0.01990626857782586,0.004231558117200125,0.019148539325918194,0.0,0.004669068024461179,0.011984704890326422,0.009453676313835655
SNAIL-ZEB_0-1,0.022798899821524485,0.0009393671458979592,0.20047674290485806,0.004954823207157316,0.019552900472759815,0.023621379929892668,0.19745838724666734,0.1556613226175323,0.0006917564105901716,0.006488383571495105,0.03389492538988238,0.0007501659903121128,0.008221050644992699,0.028058818507937892,0.025633010619231948,0.012106187966592935,0.011390087188020039,0.0371843957468355,0.007600300236434457,0.005690047091319067,0.05138813289385115,0.011170053729905326,0.008726632151538658,0.005863496246439837,0.008597823848042396,0.00466906802446118,0.0,0.006493217463681944,0.0035934669331670276
SNAIL-ZEB_0-2,0.02069087417695261,0.002807996161252793,0.19775515091441714,0.0048718178302047735,0.04259774242029625,0.051353207100286014,0.1578466240377828,0.10528400139511754,0.008958983813817652,0.0063157542995116115,0.022348996121562412,0.00755723420099717,0.010261372363231464,0.028674085421688263,0.020622432431863385,0.0014572274301090109,0.001417155614358712,0.014631364740204475,0.010958139064211916,0.022054768284082725,0.04762154191188846,0.00201084742098479,0.013675755325385897,0.020468120616695135,0.0021788237184004423,0.01198470489032643,0.006493217463681943,0.0,0.0009895085883065903
SNAIL-ZEB_1-0,0.02265797214544942,0.0013861755678876797,0.20610552430886972,0.005742818822683528,0.03707236815785779,0.04351924319518034,0.1714151168258925,0.11817857881630041,0.005991714884480748,0.0067211372052848025,0.02915941136328849,0.005517009173509642,0.011518931064160064,0.022670135655926113,0.018162819450419906,0.0028761927779204334,0.0030392861900048166,0.0199468667337315,0.010561909241350842,0.017205983400321853,0.052056408649884894,0.002523706472330565,0.011100774360894065,0.016263831393154057,0.0027234115282045272,0.009453676313835651,0.003593466933167029,0.0009895085883065888,0.0
