ParameterIndex,miR200,ZEB,SNAIL,GRHL2,Weight
2101,-1,1,1,-1,1
2103,1,-1,1,1,1
2104,-1,-1,-1,1,1
2106,1,1,-1,-1,1
2109,-1,1,1,-1,1
2111,-1,1,-1,-1,1
2116,-1,1,-1,-1,1
2117,-1,1,1,-1,1
2121,-1,1,-1,-1,1
2122,1,-1,1,1,1
2124,-1,1,-1,-1,1
2125,-1,1,-1,-1,1
2131,-1,1,1,-1,1
2138,1,-1,-1,1,1
2139,-1,1,-1,-1,1
2140,-1,1,1,-1,1
2145,1,-1,-1,1,1
2147,1,-1,-1,1,1
2148,1,-1,-1,1,1
2150,1,1,1,-1,1
2152,-1,1,1,-1,1
2155,1,-1,1,1,1
2156,1,-1,-1,1,1
2157,-1,1,-1,-1,1
2158,1,-1,1,1,1
2159,-1,1,1,-1,1
2161,1,-1,-1,1,1
2164,-1,1,-1,-1,1
2165,-1,1,-1,-1,1
2166,1,-1,-1,1,1
2170,-1,1,1,-1,1
2172,1,-1,-1,1,1
2173,1,-1,1,1,1
2179,1,-1,1,1,1
2180,1,-1,1,1,1
2182,1,-1,-1,1,1
2183,-1,1,1,-1,1
2185,-1,1,-1,-1,1
2188,-1,1,1,-1,1
2189,1,-1,-1,1,1
2190,1,-1,1,1,1
2195,-1,1,-1,-1,1
2196,-1,1,1,-1,1
2197,-1,1,1,-1,1
2198,1,-1,1,1,1
2199,-1,1,-1,-1,1
2200,-1,1,-1,-1,1
2201,1,-1,-1,1,1
2202,-1,1,1,-1,1
2203,1,-1,1,1,1
2206,-1,1,-1,-1,1
2208,-1,1,1,-1,1
2209,1,-1,-1,1,1
2211,1,-1,-1,1,1
2213,1,-1,1,1,1
2215,1,-1,-1,1,1
2217,1,-1,1,1,1
2218,1,-1,-1,1,1
2221,-1,1,-1,1,1
2223,1,-1,1,1,1
2224,-1,1,1,-1,1
2225,1,-1,1,1,1
2227,1,1,1,-1,1
2229,-1,1,1,1,1
2235,-1,1,-1,-1,1
2239,-1,1,-1,-1,1
2249,-1,1,-1,-1,1
2251,1,-1,1,1,1
2252,-1,1,-1,-1,1
2254,1,-1,1,1,1
2255,1,-1,-1,1,1
2260,-1,1,-1,-1,1
2261,-1,1,-1,-1,1
2262,-1,1,1,-1,1
2265,-1,-1,-1,1,1
2266,-1,1,-1,-1,1
2271,1,-1,-1,1,1
2273,1,-1,-1,1,1
2274,-1,1,-1,-1,1
2275,1,-1,-1,1,1
2277,1,-1,-1,1,1
2279,1,-1,-1,1,1
2283,-1,1,1,-1,1
2286,-1,1,-1,-1,1
2288,-1,1,1,-1,1
2291,1,-1,1,1,1
2292,1,-1,-1,1,1
2294,-1,1,1,-1,1
2295,-1,1,1,-1,1
2297,-1,1,1,-1,1
2299,-1,1,-1,-1,1
2305,1,-1,1,1,1
2306,-1,1,1,-1,1
2310,1,-1,1,1,1
2315,1,-1,1,1,1
2317,1,-1,-1,1,1
2321,1,-1,-1,1,1
2325,1,-1,-1,1,1
2327,1,-1,-1,1,1
2329,1,-1,1,1,1
2333,-1,1,1,-1,1
2334,1,-1,-1,1,1
2336,-1,1,-1,-1,1
2338,1,-1,1,1,1
2342,-1,1,1,-1,1
2344,1,-1,-1,1,1
2346,1,1,1,-1,1
2347,-1,1,1,-1,1
2348,-1,1,-1,-1,1
2349,1,-1,-1,1,1
2350,1,-1,-1,1,1
2352,-1,1,-1,1,1
2354,-1,1,1,-1,1
2356,1,-1,1,1,1
2361,-1,1,-1,-1,1
2363,1,-1,-1,1,1
2366,-1,1,-1,-1,1
2370,1,-1,-1,1,1
2371,-1,1,-1,-1,1
2372,1,-1,-1,1,1
2373,1,-1,-1,1,1
2376,1,-1,-1,1,1
2378,1,-1,1,1,1
2381,-1,1,1,-1,1
2383,1,-1,-1,1,1
2384,-1,1,-1,-1,1
2385,-1,1,1,-1,1
2388,-1,1,1,-1,1
2389,-1,1,1,-1,1
2390,1,-1,-1,1,1
2391,-1,1,1,-1,1
2396,1,-1,1,1,1
2397,1,-1,-1,1,1
2398,-1,1,1,-1,1
2399,-1,1,1,-1,1
2401,-1,1,1,-1,1
2402,-1,1,1,-1,1
2403,-1,1,-1,-1,1
2407,-1,1,-1,-1,1
2409,-1,1,1,-1,1
2410,1,1,1,1,1
2412,-1,1,-1,-1,1
2415,-1,-1,1,1,1
2416,-1,1,-1,-1,1
2417,-1,1,1,1,1
2418,1,-1,1,1,1
2420,1,-1,-1,1,1
2421,1,-1,-1,1,1
2424,1,-1,-1,1,1
2432,1,-1,-1,1,1
2433,1,-1,-1,1,1
2434,1,-1,1,1,1
2435,-1,1,-1,-1,1
2438,-1,1,1,-1,1
2440,1,-1,-1,1,1
2441,1,1,-1,-1,1
2442,-1,1,1,-1,1
2445,-1,-1,-1,1,1
2446,1,-1,1,1,1
2447,1,-1,1,1,1
2449,1,-1,1,1,1
2450,-1,1,1,-1,1
2452,-1,1,-1,-1,1
2456,-1,1,-1,-1,1
2464,-1,1,1,-1,1
2465,-1,1,-1,-1,1
2466,-1,1,1,-1,1
2468,-1,1,1,-1,1
2469,1,-1,1,1,1
2470,1,-1,1,1,1
2472,-1,1,-1,-1,1
2476,-1,1,-1,-1,1
2478,-1,1,-1,-1,1
2481,-1,1,-1,-1,1
2484,-1,1,-1,-1,1
2485,1,-1,-1,1,1
2488,1,-1,-1,1,1
2489,1,-1,-1,1,1
2494,1,-1,1,1,1
2496,1,-1,1,1,1
2501,-1,1,1,-1,1
2502,1,-1,1,1,1
2505,1,-1,-1,1,1
2509,1,-1,-1,1,1
2511,1,1,1,-1,1
2512,-1,1,1,1,1
2514,1,-1,-1,1,1
2515,1,-1,-1,1,1
2516,1,-1,-1,1,1
2518,1,-1,1,1,1
2522,-1,1,1,-1,1
2523,1,-1,-1,1,1
2524,1,-1,-1,1,1
2526,-1,1,1,-1,1
2528,-1,1,1,-1,1
2529,-1,1,1,-1,1
2530,1,-1,-1,1,1
2531,1,-1,-1,1,1
2532,-1,1,1,-1,1
2533,1,-1,1,1,1
2534,1,-1,-1,1,1
2535,1,-1,-1,1,1
2537,1,-1,-1,1,1
2540,-1,1,-1,-1,1
2544,1,-1,1,1,1
2549,1,-1,-1,1,1
2553,-1,1,1,1,1
2554,1,-1,1,1,1
2555,-1,1,-1,-1,1
2557,-1,1,1,-1,1
2562,1,-1,-1,1,1
2563,1,-1,1,1,1
2564,1,-1,1,1,1
2566,-1,1,1,-1,1
2571,1,-1,1,1,1
2574,1,-1,1,1,1
2575,1,-1,-1,1,1
2578,-1,1,-1,-1,1
2583,1,-1,1,1,1
2584,1,-1,1,1,1
2586,1,-1,1,1,1
2587,-1,1,1,-1,1
2588,-1,1,-1,-1,1
2591,-1,1,1,-1,1
2592,1,-1,1,1,1
2594,1,-1,-1,1,1
2596,-1,-1,1,1,1
2598,-1,1,-1,-1,1
2599,-1,1,1,-1,1
2600,1,-1,-1,1,1
2606,1,-1,-1,1,1
2607,-1,1,-1,-1,1
2608,-1,1,1,-1,1
2611,-1,-1,1,1,1
2615,-1,1,1,-1,1
2617,1,-1,-1,1,1
2618,1,-1,-1,1,1
2619,-1,1,1,-1,1
2621,1,-1,1,1,1
2626,-1,1,1,-1,1
2628,1,-1,-1,1,1
2630,-1,-1,1,1,1
2632,1,-1,-1,1,1
2636,1,-1,1,1,1
2638,-1,1,-1,-1,1
2639,1,-1,1,1,1
2642,-1,1,-1,-1,1
2644,-1,1,1,-1,1
2647,-1,1,1,1,1
2653,1,-1,-1,1,1
2655,1,-1,-1,1,1
2656,1,-1,1,1,1
2657,1,-1,1,1,1
2661,-1,1,1,-1,1
2662,-1,1,1,-1,1
2663,-1,1,1,-1,1
2664,-1,1,1,-1,1
2668,-1,1,1,-1,1
2673,1,-1,-1,1,1
2675,1,-1,1,1,1
2677,-1,1,-1,-1,1
2679,1,-1,1,1,1
2680,-1,1,-1,-1,1
2682,1,-1,-1,1,1
2684,1,-1,1,1,1
2686,-1,1,-1,-1,1
2687,-1,1,-1,-1,1
2693,-1,1,1,-1,1
2694,1,1,1,-1,1
2697,1,-1,-1,1,1
2699,-1,1,1,-1,1
2700,1,-1,1,1,1
2703,1,-1,1,1,1
2705,1,-1,-1,1,1
2707,-1,1,-1,-1,1
2711,-1,1,1,-1,1
2713,1,-1,-1,1,1
2715,1,-1,1,1,1
2721,-1,1,1,-1,1
2725,1,-1,1,1,1
2728,-1,1,1,-1,1
2729,-1,1,-1,-1,1
2730,-1,1,1,-1,1
2732,-1,1,1,-1,1
2734,1,-1,-1,1,1
2735,-1,1,1,-1,1
2737,1,-1,1,1,1
2739,-1,-1,1,1,1
2740,1,-1,-1,1,1
2741,-1,1,-1,-1,1
2742,1,-1,-1,1,1
2744,1,-1,1,1,1
2745,-1,1,-1,-1,1
2747,-1,1,-1,-1,1
2748,-1,1,1,-1,1
2749,-1,1,1,-1,1
2752,-1,-1,1,1,1
2753,-1,1,-1,-1,1
2754,-1,1,1,-1,1
2756,1,-1,1,1,1
2759,-1,1,1,-1,1
2765,-1,1,1,-1,1
2766,1,-1,-1,1,1
2767,-1,1,-1,-1,1
2769,1,-1,1,1,1
2771,-1,1,1,-1,1
2773,-1,1,-1,-1,1
2774,-1,1,-1,-1,1
2779,1,-1,1,1,1
2781,1,-1,-1,1,1
2782,-1,1,1,-1,1
2784,1,-1,1,1,1
2786,1,-1,-1,1,1
2787,-1,1,1,-1,1
2790,-1,1,-1,-1,1
2792,1,-1,1,1,1
2794,1,-1,1,1,1
2796,-1,1,1,-1,1
2799,1,-1,-1,1,1
2801,1,-1,-1,1,1
2804,1,-1,-1,1,1
2805,1,1,1,-1,1
2806,1,-1,-1,1,1
2808,-1,1,1,-1,1
2810,-1,1,-1,-1,1
2811,1,-1,-1,1,1
2813,-1,1,-1,-1,1
2814,-1,1,1,-1,1
2815,-1,1,-1,-1,1
2817,-1,1,1,-1,1
2818,-1,1,-1,-1,1
2820,-1,1,-1,-1,1
2822,1,-1,-1,1,1
2823,1,-1,-1,1,1
2824,1,-1,-1,1,1
2825,1,-1,1,1,1
2826,1,-1,-1,1,1
2832,1,1,1,1,1
2834,-1,1,-1,-1,1
2835,-1,1,-1,-1,1
2836,1,-1,1,1,1
2837,1,-1,1,1,1
2839,1,-1,-1,1,1
2840,1,-1,-1,1,1
2841,-1,1,-1,-1,1
2842,-1,1,1,-1,1
2843,-1,1,1,-1,1
2846,1,-1,1,1,1
2847,-1,1,1,-1,1
2848,-1,1,-1,-1,1
2849,1,-1,1,1,1
2850,-1,1,-1,-1,1
2851,1,-1,-1,1,1
2852,-1,1,1,-1,1
2853,-1,-1,-1,1,1
2854,-1,1,1,-1,1
2856,1,1,-1,-1,1
2857,-1,1,-1,1,1
2860,1,-1,-1,1,1
2869,-1,1,1,-1,1
2873,1,-1,1,1,1
2877,1,-1,-1,1,1
2882,1,-1,-1,1,1
2883,-1,1,-1,-1,1
2885,-1,1,1,-1,1
2887,-1,1,-1,-1,1
2892,-1,1,-1,-1,1
2893,-1,1,-1,-1,1
2896,1,-1,1,1,1
2898,1,-1,-1,1,1
2899,-1,1,1,-1,1
2904,-1,1,1,-1,1
2905,1,-1,1,1,1
2909,1,-1,-1,1,1
2910,1,-1,-1,1,1
2913,1,-1,1,1,1
2914,-1,1,1,-1,1
2915,-1,1,1,-1,1
2917,-1,1,-1,-1,1
2919,1,-1,-1,1,1
2920,1,-1,-1,1,1
2923,-1,1,1,-1,1
2924,1,-1,-1,1,1
2927,1,-1,-1,1,1
2928,-1,1,1,-1,1
2929,-1,1,-1,-1,1
2931,1,-1,-1,1,1
2932,-1,1,1,-1,1
2934,-1,1,-1,-1,1
2935,-1,1,1,-1,1
2936,-1,-1,1,1,1
2937,-1,1,1,-1,1
2939,1,-1,1,1,1
2942,1,1,-1,1,1
2943,1,1,1,1,1
2944,1,-1,1,1,1
2949,1,-1,1,1,1
2950,1,-1,-1,1,1
2951,1,-1,-1,1,1
2952,1,-1,1,1,1
2953,1,-1,1,1,1
2955,-1,1,-1,-1,1
2956,1,-1,1,1,1
2957,-1,1,-1,-1,1
2958,-1,1,-1,-1,1
2963,-1,1,-1,-1,1
2964,1,-1,1,1,1
2965,-1,1,-1,-1,1
2967,1,-1,-1,1,1
2968,1,-1,1,1,1
2969,1,-1,1,1,1
2972,-1,1,-1,-1,1
2973,1,-1,-1,1,1
2974,-1,1,-1,-1,1
2975,-1,-1,1,1,1
2976,-1,1,1,-1,1
2977,1,-1,1,1,1
2978,1,-1,-1,1,1
2979,-1,1,-1,-1,1
2981,-1,1,1,-1,1
2983,1,-1,1,1,1
2987,-1,1,-1,-1,1
2990,1,-1,-1,1,1
2991,1,-1,-1,1,1
2992,-1,1,-1,-1,1
2993,1,-1,-1,1,1
2994,-1,1,-1,-1,1
2998,1,-1,-1,1,1
2999,1,-1,1,1,1
3000,1,-1,1,1,1
3001,-1,1,1,-1,1
3003,-1,1,1,-1,1
3004,-1,-1,-1,1,1
3007,-1,1,-1,-1,1
3009,-1,1,1,-1,1
3012,-1,1,1,-1,1
3015,1,-1,-1,1,1
3017,-1,1,-1,-1,1
3019,1,-1,-1,1,1
3021,1,1,1,1,1
3022,-1,-1,-1,1,1
3027,-1,1,-1,-1,1
3034,1,-1,-1,1,1
3036,1,1,1,-1,1
3040,-1,1,-1,-1,1
3041,1,-1,-1,1,1
3043,-1,1,1,-1,1
3045,-1,1,1,-1,1
3047,1,-1,1,1,1
3048,1,-1,1,1,1
3049,-1,1,-1,-1,1
3053,-1,1,1,-1,1
3054,-1,1,-1,-1,1
3057,-1,1,1,-1,1
3060,1,-1,-1,1,1
3061,1,1,-1,-1,1
3062,1,-1,1,1,1
3063,-1,1,-1,-1,1
3064,1,-1,-1,1,1
3068,-1,1,-1,-1,1
3071,1,-1,-1,1,1
3073,-1,1,1,1,1
3074,1,-1,1,1,1
3077,-1,1,1,-1,1
3082,1,-1,-1,1,1
3083,1,-1,1,1,1
3085,1,-1,-1,1,1
3087,1,-1,-1,1,1
3090,1,-1,1,1,1
3092,1,-1,-1,1,1
3096,-1,1,1,-1,1
3097,-1,1,1,-1,1
3103,1,-1,1,1,1
3106,1,1,1,-1,1
3111,-1,1,-1,-1,1
3113,1,-1,-1,1,1
3114,1,-1,-1,1,1
3120,-1,-1,1,1,1
3121,-1,1,1,-1,1
3125,1,-1,1,1,1
3127,-1,1,1,-1,1
3128,-1,1,-1,-1,1
3130,1,-1,1,1,1
3131,-1,1,1,-1,1
3138,-1,1,-1,-1,1
3139,1,1,1,1,1
3140,1,-1,1,1,1
3141,-1,1,-1,-1,1
3146,1,-1,1,1,1
3148,1,-1,-1,1,1
3150,1,-1,-1,1,1
3153,1,-1,1,1,1
3154,-1,-1,1,1,1
3161,-1,1,-1,-1,1
3165,-1,1,-1,-1,1
3168,1,-1,-1,1,1
3169,1,1,1,-1,1
3173,-1,1,-1,-1,1
3176,-1,1,1,-1,1
3178,-1,1,-1,-1,1
3179,1,-1,1,1,1
3183,1,-1,-1,1,1
3184,1,-1,1,1,1
3186,1,-1,-1,1,1
3187,-1,1,1,-1,1
3189,1,-1,-1,1,1
3190,1,-1,1,1,1
3191,-1,1,-1,-1,1
3195,1,-1,1,1,1
3196,1,-1,1,1,1
3198,-1,1,1,-1,1
3199,-1,1,1,-1,1
3200,-1,1,1,-1,1
3201,1,-1,1,1,1
3202,1,-1,-1,1,1
3204,1,-1,1,1,1
3205,-1,1,1,-1,1
3207,-1,1,1,-1,1
3209,-1,1,1,-1,1
3211,-1,1,1,-1,1
3212,-1,1,-1,-1,1
3216,-1,1,-1,-1,1
3217,-1,1,-1,-1,1
3219,1,-1,1,1,1
3220,1,-1,-1,1,1
3224,1,-1,-1,1,1
3227,1,1,-1,-1,1
3228,-1,1,-1,-1,1
3229,1,-1,1,1,1
3230,1,-1,-1,1,1
3231,-1,1,1,-1,1
3233,-1,1,-1,-1,1
3235,1,-1,1,1,1
3236,1,-1,1,1,1
3238,1,-1,-1,1,1
3239,-1,1,1,-1,1
3240,-1,1,1,-1,1
3242,1,-1,-1,1,1
3243,-1,1,1,-1,1
3246,1,-1,1,1,1
3247,-1,1,-1,-1,1
3250,1,-1,1,1,1
3251,1,-1,-1,1,1
3254,1,-1,-1,1,1
3255,1,-1,-1,1,1
3258,-1,1,1,-1,1
3261,1,-1,-1,1,1
3266,-1,1,-1,-1,1
3268,-1,-1,1,1,1
3269,1,-1,1,1,1
3271,1,-1,1,1,1
3273,-1,1,-1,-1,1
3276,1,-1,-1,1,1
3280,-1,1,-1,-1,1
3281,-1,1,1,-1,1
3287,-1,1,1,-1,1
3288,-1,1,-1,-1,1
3289,-1,1,1,-1,1
3290,1,-1,1,1,1
3292,-1,1,1,-1,1
3297,-1,1,1,-1,1
3298,1,-1,1,1,1
3302,-1,1,1,-1,1
3306,-1,1,-1,-1,1
3312,1,-1,-1,1,1
3313,1,1,1,1,1
3314,-1,1,-1,-1,1
3315,-1,1,1,-1,1
3316,1,-1,1,1,1
3319,1,-1,-1,1,1
3321,1,-1,-1,1,1
3323,1,-1,1,1,1
3325,-1,1,-1,-1,1
3328,-1,1,-1,1,1
3330,1,-1,1,1,1
3331,1,-1,1,1,1
3336,1,-1,1,1,1
3337,-1,1,-1,-1,1
3340,1,-1,-1,1,1
3341,1,-1,1,1,1
3342,1,-1,1,1,1
3343,-1,1,1,-1,1
3344,-1,1,-1,-1,1
3345,-1,1,1,-1,1
3346,-1,1,1,-1,1
3349,1,-1,-1,1,1
3352,1,-1,-1,1,1
3353,-1,1,1,-1,1
3356,1,-1,-1,1,1
3358,1,-1,-1,1,1
3359,-1,1,1,1,1
3360,-1,1,-1,-1,1
3361,-1,1,1,-1,1
3362,1,-1,1,1,1
3363,-1,1,-1,-1,1
3364,-1,1,1,-1,1
3365,1,1,-1,-1,1
3368,1,-1,1,1,1
3370,-1,1,-1,-1,1
3376,1,-1,1,1,1
3377,1,-1,1,1,1
3378,-1,1,-1,-1,1
3380,-1,-1,1,1,1
3383,1,-1,1,1,1
3385,-1,-1,1,1,1
3387,1,-1,1,1,1
3390,-1,1,-1,-1,1
3391,1,-1,1,1,1
3392,-1,1,1,-1,1
3393,-1,1,1,-1,1
3394,1,1,1,-1,1
3395,-1,1,-1,-1,1
3396,1,-1,-1,1,1
3399,-1,1,-1,-1,1
3401,1,-1,-1,1,1
3402,1,-1,1,1,1
3406,1,-1,-1,1,1
3408,-1,1,-1,-1,1
3409,1,-1,1,1,1
3410,1,-1,-1,1,1
3411,1,-1,-1,1,1
3414,-1,1,1,-1,1
3415,1,-1,-1,1,1
3417,-1,1,1,-1,1
3420,1,-1,-1,1,1
3423,-1,1,1,-1,1
3424,-1,1,1,-1,1
3425,-1,1,-1,-1,1
3427,1,-1,-1,1,1
3428,-1,1,1,-1,1
3430,-1,1,1,-1,1
3431,1,-1,1,1,1
3435,1,-1,1,1,1
3436,-1,1,-1,-1,1
3437,-1,1,-1,-1,1
3439,1,-1,1,1,1
3443,-1,1,-1,-1,1
3447,1,-1,1,1,1
3448,1,-1,1,1,1
3449,1,-1,1,1,1
3450,1,-1,-1,1,1
3451,-1,1,1,-1,1
3455,1,-1,-1,1,1
3456,-1,1,-1,-1,1
3457,1,-1,1,1,1
3458,1,-1,-1,1,1
3459,1,-1,-1,1,1
3461,1,-1,-1,1,1
3464,-1,1,1,-1,1
3465,-1,1,-1,-1,1
3466,-1,1,1,-1,1
3467,-1,-1,1,1,1
3471,-1,1,1,-1,1
3474,-1,1,-1,-1,1
3475,-1,1,1,-1,1
3479,-1,1,1,-1,1
3481,1,-1,-1,1,1
3483,1,-1,-1,1,1
3484,1,-1,1,1,1
3487,1,-1,1,1,1
3488,-1,1,1,-1,1
3491,1,-1,-1,1,1
3492,-1,1,1,-1,1
3497,1,-1,-1,1,1
3498,-1,1,-1,-1,1
3501,1,-1,-1,1,1
3503,-1,1,-1,1,1
3505,-1,-1,-1,1,1
3508,1,-1,1,1,1
3510,-1,1,1,-1,1
3512,1,-1,1,1,1
3516,1,-1,1,1,1
3517,1,-1,1,1,1
3520,-1,1,-1,-1,1
3526,-1,1,1,-1,1
3527,1,-1,1,1,1
3530,1,-1,-1,1,1
3531,-1,1,-1,-1,1
3532,1,-1,-1,1,1
3534,-1,1,1,-1,1
3535,-1,1,-1,-1,1
3537,-1,1,1,-1,1
3541,-1,1,-1,-1,1
3547,-1,1,-1,-1,1
3550,-1,1,1,-1,1
3552,-1,1,-1,-1,1
3553,-1,1,-1,-1,1
3555,-1,1,-1,-1,1
3557,-1,1,1,-1,1
3558,1,-1,1,1,1
3559,-1,1,-1,-1,1
3560,-1,1,-1,-1,1
3561,1,-1,1,1,1
3563,-1,1,1,-1,1
3565,-1,1,1,-1,1
3572,1,-1,-1,1,1
3573,1,-1,1,1,1
3576,1,-1,1,1,1
3578,1,-1,-1,1,1
3580,1,-1,-1,1,1
3584,1,-1,1,1,1
3585,-1,1,-1,-1,1
3588,1,-1,1,1,1
3602,1,-1,-1,1,1
3604,-1,1,1,-1,1
3605,1,-1,-1,1,1
3607,1,1,1,1,1
3608,1,-1,1,1,1
3609,-1,1,1,-1,1
3610,1,-1,1,1,1
3612,1,-1,1,-1,1
3617,-1,1,-1,-1,1
3619,-1,1,-1,-1,1
3621,-1,1,-1,-1,1
3625,-1,1,1,-1,1
3627,1,-1,1,1,1
3629,1,-1,1,1,1
3630,1,-1,1,1,1
3632,-1,1,1,1,1
3633,-1,1,1,-1,1
3637,1,1,-1,-1,1
3639,-1,1,-1,-1,1
3640,-1,1,1,1,1
3642,-1,1,-1,-1,1
3643,-1,1,1,-1,1
3644,1,-1,1,1,1
3645,1,-1,-1,1,1
3646,1,-1,1,1,1
3649,-1,1,-1,-1,1
3653,-1,1,1,-1,1
3654,-1,1,1,-1,1
3656,1,-1,-1,1,1
3658,-1,1,-1,-1,1
3660,1,-1,1,1,1
3661,1,-1,-1,1,1
3662,-1,1,1,-1,1
3663,-1,1,-1,-1,1
3664,1,-1,1,1,1
3667,1,-1,1,1,1
3668,-1,1,1,-1,1
3670,-1,1,1,-1,1
3676,1,-1,-1,1,1
3679,1,-1,-1,1,1
3682,-1,1,-1,1,1
3683,1,-1,-1,1,1
3686,-1,1,1,-1,1
3688,1,-1,1,1,1
3689,-1,1,1,-1,1
3692,1,-1,-1,1,1
3695,-1,1,1,-1,1
3696,-1,1,1,-1,1
3699,-1,1,1,-1,1
3701,1,-1,-1,1,1
3702,-1,1,1,-1,1
3706,-1,1,-1,-1,1
3709,-1,1,1,-1,1
3710,-1,1,-1,-1,1
3711,1,-1,1,1,1
3717,-1,1,-1,-1,1
3718,-1,1,-1,1,1
3719,1,-1,-1,1,1
3720,-1,1,-1,-1,1
3725,1,-1,-1,1,1
3727,-1,1,1,-1,1
3737,-1,1,-1,-1,1
3739,-1,1,-1,-1,1
3740,1,-1,-1,1,1
3746,1,-1,1,1,1
3747,1,-1,1,1,1
3753,-1,1,1,-1,1
3756,1,-1,1,1,1
3761,1,-1,1,1,1
3762,-1,1,-1,-1,1
3763,-1,1,1,-1,1
3770,1,-1,1,1,1
3771,-1,1,1,-1,1
3774,1,-1,1,1,1
3776,1,-1,-1,1,1
3777,-1,1,-1,-1,1
3778,-1,1,-1,-1,1
3779,1,-1,1,1,1
3780,-1,1,1,-1,1
3782,1,-1,-1,1,1
3783,1,-1,1,1,1
3784,-1,1,-1,-1,1
3785,1,-1,1,1,1
3786,-1,1,1,-1,1
3787,1,1,-1,-1,1
3789,1,-1,-1,1,1
3791,1,-1,-1,1,1
3794,1,-1,-1,1,1
3795,-1,1,1,-1,1
3797,1,-1,-1,1,1
3798,1,-1,1,1,1
3801,-1,1,1,-1,1
3802,-1,1,-1,-1,1
3803,1,-1,-1,1,1
3804,1,-1,-1,1,1
3805,1,-1,1,1,1
3807,1,-1,-1,1,1
3811,1,-1,1,1,1
3813,1,-1,1,1,1
3814,-1,1,1,-1,1
3816,-1,1,1,-1,1
3819,-1,1,-1,-1,1
3821,1,-1,1,1,1
3824,1,-1,1,1,1
3826,1,-1,1,1,1
3831,-1,1,1,-1,1
3832,-1,1,1,-1,1
3833,1,-1,1,1,1
3835,-1,1,-1,-1,1
3836,1,-1,1,1,1
3840,-1,1,1,1,1
3842,1,-1,1,1,1
3844,1,-1,-1,1,1
3846,1,-1,1,1,1
3847,-1,1,-1,-1,1
3848,-1,1,-1,-1,1
3849,1,-1,1,1,1
3851,-1,1,1,-1,1
3852,-1,1,-1,1,1
3853,-1,1,1,-1,1
3855,-1,-1,1,1,1
3856,-1,1,-1,-1,1
3857,1,-1,1,1,1
3861,-1,1,-1,-1,1
3863,-1,1,-1,-1,1
3864,-1,-1,-1,1,1
3866,-1,1,-1,-1,1
3867,1,-1,-1,1,1
3868,-1,1,-1,-1,1
3873,-1,1,-1,-1,1
3875,-1,1,1,-1,1
3878,-1,1,1,-1,1
3884,1,-1,1,1,1
3886,1,-1,-1,1,1
3888,-1,1,-1,-1,1
3892,-1,1,-1,-1,1
3893,-1,1,1,-1,1
3895,1,-1,1,1,1
3896,-1,1,1,1,1
3903,-1,1,-1,-1,1
3904,1,-1,1,1,1
3906,-1,1,1,-1,1
3907,1,-1,1,1,1
3909,-1,1,-1,-1,1
3911,-1,1,1,-1,1
3914,-1,1,-1,-1,1
3922,-1,1,1,-1,1
3923,-1,1,-1,1,1
3926,1,-1,-1,1,1
3927,1,-1,1,1,1
3931,1,-1,1,1,1
3936,-1,1,-1,-1,1
3938,1,-1,1,1,1
3941,-1,1,-1,-1,1
3943,-1,1,-1,1,1
3945,-1,1,-1,-1,1
3947,1,-1,-1,1,1
3952,-1,1,-1,-1,1
3953,1,-1,-1,1,1
3954,1,1,1,-1,1
3956,1,-1,1,1,1
3958,1,1,1,-1,1
3959,1,-1,1,1,1
3960,1,-1,-1,1,1
3962,1,-1,-1,1,1
3964,-1,1,1,-1,1
3965,-1,1,-1,-1,1
3970,1,-1,1,1,1
3971,1,-1,1,1,1
3973,1,-1,1,1,1
3974,1,-1,1,1,1
3977,-1,1,-1,-1,1
3979,-1,1,1,-1,1
3980,-1,1,1,-1,1
3983,-1,1,-1,-1,1
3985,1,1,-1,-1,1
3987,-1,1,1,-1,1
3988,-1,1,1,-1,1
3989,1,-1,-1,1,1
3990,1,-1,-1,1,1
3991,-1,-1,1,1,1
3992,-1,1,1,-1,1
3993,-1,1,-1,-1,1
3996,-1,1,1,-1,1
4003,-1,1,1,-1,1
4004,1,-1,1,1,1
4005,-1,1,1,-1,1
4006,-1,1,-1,-1,1
4007,1,-1,-1,1,1
4008,1,-1,-1,1,1
4011,1,1,1,-1,1
4013,-1,1,-1,-1,1
4015,1,1,-1,-1,1
4016,1,-1,-1,1,1
4017,1,-1,1,1,1
4020,1,-1,-1,1,1
4021,1,-1,1,1,1
4023,1,-1,-1,1,1
4024,1,-1,-1,1,1
4027,1,-1,-1,1,1
4030,1,-1,1,1,1
4031,-1,1,1,-1,1
4033,-1,1,1,-1,1
4034,1,-1,1,1,1
4035,1,-1,-1,1,1
4036,1,1,1,-1,1
4040,1,-1,-1,1,1
4042,1,-1,-1,1,1
4045,1,-1,1,1,1
4046,1,-1,1,1,1
4047,1,-1,-1,1,1
4048,-1,1,-1,-1,1
4049,-1,1,1,-1,1
4051,1,-1,1,1,1
4053,-1,1,1,-1,1
4058,-1,1,-1,-1,1
4062,-1,-1,-1,1,1
4064,1,-1,-1,1,1
4067,1,-1,1,1,1
4070,-1,1,1,-1,1
4074,-1,1,-1,-1,1
4075,-1,1,1,-1,1
4076,-1,1,-1,1,1
4081,1,-1,-1,1,1
4083,-1,1,-1,-1,1
4084,1,-1,-1,1,1
4085,-1,1,1,-1,1
4088,-1,1,1,-1,1
4089,1,-1,-1,1,1
4090,-1,1,-1,-1,1
