ParameterIndex,miR200,ZEB,SNAIL,GRHL2,Weight
5770,-1,1,1,-1,0.5
5771,1,-1,1,1,0.5
5773,-1,1,1,1,0.5
5774,-1,1,1,-1,0.5
5775,1,-1,1,1,0.5
5776,-1,1,1,-1,0.5
5779,-1,1,-1,-1,0.5
5781,1,-1,1,1,0.5
5783,1,-1,-1,1,0.5
5785,-1,-1,1,1,0.5
5788,-1,1,-1,-1,0.5
5789,-1,1,1,-1,0.5
5790,1,-1,1,1,0.5
5791,-1,1,1,-1,0.5
5792,-1,1,-1,1,0.5
5793,1,-1,1,1,0.5
5797,-1,1,-1,-1,0.5
5798,-1,1,1,-1,0.5
5799,1,1,-1,-1,0.5
5801,-1,1,1,-1,0.5
5802,1,-1,1,1,0.5
5805,-1,1,-1,-1,0.5
5807,-1,1,-1,-1,0.5
5810,1,-1,-1,1,0.5
5813,-1,-1,1,1,0.5
5814,1,-1,-1,1,0.5
5815,1,-1,1,1,0.5
5817,1,-1,-1,1,0.5
5819,1,-1,-1,1,0.5
5821,1,-1,-1,1,0.5
5823,1,-1,1,1,0.5
5824,1,-1,-1,1,0.5
5826,1,-1,1,1,0.5
5827,1,-1,-1,1,0.5
5828,-1,1,1,-1,0.5
5829,-1,-1,1,1,0.5
5830,1,-1,-1,1,0.5
5831,-1,1,1,-1,0.5
5833,-1,1,1,-1,0.5
5835,-1,1,1,-1,0.5
5837,1,-1,-1,1,0.5
5839,1,-1,-1,1,0.5
5843,1,-1,1,1,0.5
5844,-1,1,-1,-1,0.5
5845,-1,1,-1,-1,0.5
5847,1,-1,-1,1,0.5
5850,-1,1,1,-1,0.5
5851,-1,1,1,1,0.5
5854,1,-1,1,1,0.5
5856,1,-1,-1,1,0.5
5857,-1,-1,-1,1,0.5
5860,1,-1,-1,1,0.5
5861,1,-1,1,1,0.5
5862,1,-1,-1,1,0.5
5863,1,-1,-1,1,0.5
5864,-1,1,1,-1,0.5
5865,1,-1,1,1,0.5
5866,-1,1,1,-1,0.5
5867,1,-1,1,1,0.5
5868,-1,-1,1,1,0.5
5869,1,-1,1,1,0.5
5870,1,1,1,-1,0.5
5871,-1,1,1,-1,0.5
5873,-1,1,1,-1,0.5
5875,1,-1,-1,1,0.5
5876,1,-1,-1,1,0.5
5877,1,-1,1,1,0.5
5878,1,-1,-1,1,0.5
5879,-1,1,1,-1,0.5
5881,1,-1,-1,1,0.5
5882,-1,1,1,-1,0.5
5884,-1,1,1,-1,0.5
5885,1,-1,1,1,0.5
5887,1,-1,-1,1,0.5
5888,-1,1,-1,-1,0.5
5889,-1,1,1,-1,0.5
5891,1,-1,-1,1,0.5
5892,1,-1,1,1,0.5
5893,-1,1,-1,-1,0.5
5896,-1,1,-1,-1,0.5
5898,-1,1,-1,-1,0.5
5900,1,-1,-1,1,0.5
5901,1,-1,1,1,0.5
5902,-1,-1,1,1,0.5
5906,1,-1,-1,1,0.5
5910,-1,1,-1,-1,0.5
5911,1,-1,-1,1,0.5
5912,-1,1,1,-1,0.5
5915,1,-1,1,1,0.5
5916,1,-1,1,1,0.5
5917,1,-1,-1,1,0.5
5920,1,-1,-1,1,0.5
5921,-1,1,1,-1,0.5
5922,-1,1,1,-1,0.5
5923,1,-1,-1,1,0.5
5924,-1,1,-1,-1,0.5
5925,1,-1,-1,1,0.5
5928,1,-1,-1,1,0.5
5935,-1,1,1,-1,0.5
5936,-1,1,1,-1,0.5
5937,1,-1,1,1,0.5
5941,1,-1,1,1,0.5
5942,1,-1,-1,1,0.5
5943,1,1,-1,-1,0.5
5945,-1,1,1,-1,0.5
5947,1,-1,1,1,0.5
5951,1,-1,1,1,0.5
5952,1,1,-1,-1,0.5
5953,-1,1,1,-1,0.5
5954,1,-1,-1,1,0.5
5959,1,-1,-1,1,0.5
5962,-1,1,1,-1,0.5
5965,-1,1,-1,-1,0.5
5967,-1,1,1,-1,0.5
5969,1,-1,1,1,0.5
5970,-1,-1,1,1,0.5
5971,-1,1,1,-1,0.5
5972,1,-1,1,1,0.5
5974,1,-1,1,1,0.5
5975,1,-1,-1,1,0.5
5977,-1,1,-1,-1,0.5
5978,-1,1,-1,-1,0.5
5979,1,-1,1,1,0.5
5983,-1,1,1,-1,0.5
5986,-1,1,1,-1,0.5
5990,1,-1,1,1,0.5
5991,1,-1,1,1,0.5
5993,-1,1,1,1,0.5
5994,1,-1,1,1,0.5
5996,-1,1,-1,-1,0.5
5997,1,-1,1,1,0.5
5998,-1,-1,-1,1,0.5
6000,1,-1,-1,1,0.5
6001,-1,1,1,-1,0.5
6003,-1,1,-1,-1,0.5
6004,-1,1,-1,-1,0.5
6005,-1,-1,-1,1,0.5
6006,-1,1,-1,-1,0.5
6007,-1,1,1,-1,0.5
6011,1,-1,1,1,0.5
6012,1,-1,-1,1,0.5
6013,-1,1,-1,-1,0.5
6015,1,1,-1,-1,0.5
6017,1,1,1,-1,0.5
6021,-1,1,-1,-1,0.5
6023,1,1,-1,-1,0.5
6024,1,-1,1,1,0.5
6028,1,1,-1,-1,0.5
6029,1,-1,1,1,0.5
6033,1,-1,1,1,0.5
6034,-1,1,-1,-1,0.5
6037,1,-1,1,1,0.5
6038,1,-1,1,1,0.5
6039,1,-1,-1,1,0.5
6040,1,-1,-1,1,0.5
6042,1,-1,-1,1,0.5
6043,-1,1,1,-1,0.5
6044,1,-1,-1,1,0.5
6045,1,-1,1,1,0.5
6046,1,-1,-1,1,0.5
6047,1,-1,-1,1,0.5
6048,1,-1,-1,1,0.5
6049,1,-1,1,1,0.5
6051,1,-1,-1,1,0.5
6052,-1,1,1,-1,0.5
6053,1,-1,-1,1,0.5
6054,1,-1,1,1,0.5
6057,-1,1,1,-1,0.5
6059,-1,1,1,-1,0.5
6060,1,-1,-1,1,0.5
6061,-1,1,-1,-1,0.5
6063,-1,1,1,-1,0.5
6066,1,-1,-1,1,0.5
6067,1,-1,1,1,0.5
6068,-1,1,-1,-1,0.5
6071,-1,1,1,-1,0.5
6072,-1,1,1,-1,0.5
6075,-1,1,1,-1,0.5
6076,-1,1,-1,-1,0.5
6077,1,-1,1,-1,0.5
6078,1,-1,1,1,0.5
6083,-1,1,1,-1,0.5
6085,1,-1,1,1,0.5
6087,1,-1,1,1,0.5
6090,1,1,-1,1,0.5
6091,-1,-1,-1,1,0.5
6093,1,1,-1,-1,0.5
6094,1,-1,1,1,0.5
6095,1,-1,1,1,0.5
6097,1,-1,1,1,0.5
6099,1,1,-1,-1,0.5
6101,-1,1,-1,1,0.5
6103,-1,1,1,-1,0.5
6104,1,-1,1,1,0.5
6105,1,-1,-1,1,0.5
6106,-1,1,-1,-1,0.5
6108,-1,1,1,-1,0.5
6110,-1,1,-1,-1,0.5
6112,-1,1,-1,-1,0.5
6114,1,-1,-1,1,0.5
6115,1,-1,1,1,0.5
6118,-1,1,1,-1,0.5
6119,1,-1,-1,1,0.5
6120,1,-1,-1,1,0.5
6122,-1,1,1,-1,0.5
6124,-1,1,1,-1,0.5
6130,-1,-1,1,1,0.5
6131,-1,1,-1,-1,0.5
6132,-1,1,-1,-1,0.5
6134,1,-1,-1,1,0.5
6136,1,-1,1,1,0.5
6138,-1,1,-1,-1,0.5
6139,-1,1,-1,-1,0.5
6140,1,-1,1,1,0.5
6141,1,-1,-1,1,0.5
6143,1,-1,-1,1,0.5
6144,-1,1,-1,-1,0.5
6145,-1,-1,1,1,0.5
6148,1,-1,1,1,0.5
6153,-1,1,-1,-1,0.5
6154,1,-1,-1,1,0.5
6155,1,1,-1,1,0.5
6156,-1,1,-1,-1,0.5
6159,1,-1,1,1,0.5
6160,-1,1,1,-1,0.5
6162,1,-1,1,1,0.5
6164,-1,1,1,-1,0.5
6167,1,-1,-1,1,0.5
6169,1,-1,1,1,0.5
6171,1,-1,1,1,0.5
6172,1,-1,-1,1,0.5
6173,1,-1,-1,1,0.5
6176,-1,1,1,-1,0.5
6178,-1,1,1,-1,0.5
6181,-1,1,-1,-1,0.5
6182,-1,1,1,-1,0.5
6185,1,-1,-1,1,0.5
6186,-1,1,-1,1,0.5
6187,-1,1,-1,-1,0.5
6189,-1,1,1,-1,0.5
6192,1,-1,1,1,0.5
6196,-1,1,-1,-1,0.5
6197,-1,1,1,1,0.5
6200,1,-1,-1,1,0.5
6202,-1,1,1,-1,0.5
6203,-1,1,-1,-1,0.5
6204,-1,1,1,-1,0.5
6205,1,1,1,1,0.5
6206,1,-1,1,1,0.5
6208,-1,1,-1,-1,0.5
6209,-1,1,-1,-1,0.5
6211,1,-1,1,1,0.5
6213,-1,1,-1,-1,0.5
6214,-1,1,1,-1,0.5
6215,-1,1,1,-1,0.5
6216,1,-1,1,1,0.5
6218,1,-1,1,1,0.5
6220,1,-1,1,1,0.5
6221,1,-1,1,1,0.5
6225,1,-1,-1,1,0.5
6228,1,-1,1,1,0.5
6229,-1,1,-1,-1,0.5
6230,1,-1,-1,1,0.5
6231,1,-1,-1,1,0.5
6234,1,-1,-1,1,0.5
6238,1,-1,-1,1,0.5
6244,-1,1,1,-1,0.5
6247,1,-1,1,1,0.5
6248,-1,1,-1,-1,0.5
6249,1,-1,-1,1,0.5
6250,1,-1,1,1,0.5
6254,-1,1,-1,-1,0.5
6255,1,-1,-1,1,0.5
6257,1,-1,-1,1,0.5
6258,1,-1,-1,1,0.5
6259,-1,1,1,-1,0.5
6262,1,-1,-1,1,0.5
6265,-1,-1,-1,1,0.5
6266,-1,1,1,-1,0.5
6267,-1,1,-1,-1,0.5
6272,1,-1,-1,1,0.5
6273,1,-1,1,1,0.5
6276,1,-1,-1,1,0.5
6277,1,-1,1,1,0.5
6278,1,-1,1,1,0.5
6287,1,-1,1,1,0.5
6288,-1,1,1,-1,0.5
6290,-1,-1,1,1,0.5
6291,1,-1,-1,1,0.5
6293,1,-1,-1,1,0.5
6294,1,-1,1,1,0.5
6295,1,1,-1,-1,0.5
6296,1,-1,-1,1,0.5
6299,1,-1,1,1,0.5
6300,-1,1,1,-1,0.5
6302,1,-1,1,1,0.5
6303,1,-1,1,1,0.5
6304,-1,1,-1,-1,0.5
6306,-1,1,1,-1,0.5
6313,1,-1,1,1,0.5
6315,1,1,1,-1,0.5
6316,1,-1,1,1,0.5
6317,-1,-1,-1,1,0.5
6318,1,-1,-1,1,0.5
6319,1,-1,-1,1,0.5
6320,1,1,-1,-1,0.5
6321,1,-1,-1,1,0.5
6322,1,-1,-1,1,0.5
6323,1,-1,1,1,0.5
6324,1,-1,-1,1,0.5
6325,1,-1,1,1,0.5
6327,1,-1,-1,1,0.5
6328,1,-1,1,1,0.5
6330,-1,1,1,-1,0.5
6331,1,-1,-1,1,0.5
6332,1,-1,1,1,0.5
6333,-1,1,1,-1,0.5
6334,1,-1,1,1,0.5
6335,1,-1,-1,1,0.5
6336,-1,-1,1,1,0.5
6337,-1,1,1,-1,0.5
6338,1,-1,-1,1,0.5
6339,-1,1,1,-1,0.5
6344,1,-1,-1,1,0.5
6347,1,-1,1,1,0.5
6348,1,-1,-1,1,0.5
6351,-1,-1,-1,1,0.5
6356,-1,1,-1,-1,0.5
6357,-1,-1,-1,1,0.5
6358,-1,1,-1,-1,0.5
6359,1,-1,1,1,0.5
6361,1,-1,-1,1,0.5
6362,-1,1,-1,-1,0.5
6365,1,-1,-1,1,0.5
6367,1,-1,-1,1,0.5
6369,1,-1,1,1,0.5
6372,1,-1,1,1,0.5
6373,-1,-1,-1,1,0.5
6375,1,-1,1,1,0.5
6376,1,-1,-1,1,0.5
6378,1,-1,1,1,0.5
6379,1,-1,1,1,0.5
6384,-1,1,1,1,0.5
6385,-1,1,-1,-1,0.5
6387,1,-1,1,1,0.5
6390,-1,1,1,-1,0.5
6391,-1,1,1,-1,0.5
6392,-1,1,-1,-1,0.5
6397,-1,1,-1,-1,0.5
6402,-1,1,1,-1,0.5
6403,1,-1,1,1,0.5
6404,-1,1,1,-1,0.5
6405,1,-1,1,1,0.5
6407,-1,1,1,-1,0.5
6408,1,-1,-1,1,0.5
6411,-1,-1,-1,1,0.5
6413,-1,1,-1,-1,0.5
6414,-1,-1,-1,1,0.5
6415,1,-1,-1,1,0.5
6418,1,-1,-1,1,0.5
6421,1,-1,1,1,0.5
6423,1,-1,-1,1,0.5
6425,1,-1,-1,1,0.5
6433,1,-1,-1,1,0.5
6435,1,-1,1,1,0.5
6436,1,-1,1,1,0.5
6437,1,-1,1,1,0.5
6440,-1,1,-1,-1,0.5
6441,1,1,1,-1,0.5
6442,-1,1,-1,-1,0.5
6444,1,-1,1,1,0.5
6445,1,1,-1,-1,0.5
6446,-1,-1,1,1,0.5
6447,-1,1,-1,-1,0.5
6448,1,-1,1,1,0.5
6449,1,-1,1,1,0.5
6450,1,-1,1,1,0.5
6451,-1,1,1,-1,0.5
6453,-1,1,-1,1,0.5
6454,-1,1,1,-1,0.5
6455,-1,1,-1,-1,0.5
6457,1,-1,1,1,0.5
6458,-1,1,-1,-1,0.5
6459,1,-1,-1,1,0.5
6463,1,-1,-1,1,0.5
6464,1,-1,1,1,0.5
6466,-1,-1,-1,1,0.5
6467,1,-1,-1,1,0.5
6469,-1,1,1,1,0.5
6471,1,1,1,-1,0.5
6473,-1,1,-1,-1,0.5
6475,1,-1,1,1,0.5
6476,-1,1,-1,-1,0.5
6478,-1,-1,-1,1,0.5
6479,1,-1,-1,1,0.5
6481,1,-1,-1,1,0.5
6483,-1,1,-1,-1,0.5
6484,-1,-1,1,1,0.5
6485,1,1,1,1,0.5
6487,-1,1,-1,-1,0.5
6491,-1,-1,1,1,0.5
6492,-1,-1,-1,1,0.5
6495,1,-1,1,1,0.5
6497,1,-1,-1,1,0.5
6498,-1,1,1,-1,0.5
6499,-1,-1,-1,1,0.5
6501,1,-1,-1,1,0.5
6504,1,-1,-1,1,0.5
6505,1,-1,1,1,0.5
6508,-1,1,-1,-1,0.5
6509,-1,1,-1,-1,0.5
6511,1,-1,1,1,0.5
6512,1,1,-1,-1,0.5
6513,-1,1,-1,-1,0.5
6514,1,-1,1,1,0.5
6516,1,-1,1,1,0.5
6522,1,1,-1,1,0.5
6523,-1,1,1,-1,0.5
6524,-1,1,1,1,0.5
6525,-1,1,1,1,0.5
6528,1,-1,-1,1,0.5
6529,1,1,1,1,0.5
6530,1,-1,1,1,0.5
6531,1,-1,1,1,0.5
6533,-1,1,-1,-1,0.5
6534,-1,1,1,-1,0.5
6535,1,-1,-1,1,0.5
6536,1,-1,-1,1,0.5
6537,-1,1,1,-1,0.5
6538,-1,1,1,-1,0.5
6539,-1,1,1,-1,0.5
6540,1,-1,-1,1,0.5
6542,1,-1,-1,1,0.5
6543,-1,1,-1,-1,0.5
6545,-1,1,1,-1,0.5
6549,-1,1,1,-1,0.5
6550,1,1,-1,-1,0.5
6551,1,-1,-1,1,0.5
6553,1,-1,-1,1,0.5
6554,1,-1,1,1,0.5
6555,-1,1,1,-1,0.5
6556,-1,1,-1,-1,0.5
6557,-1,-1,-1,1,0.5
6558,1,-1,1,1,0.5
6559,-1,1,-1,-1,0.5
6560,1,1,-1,-1,0.5
6562,-1,1,-1,-1,0.5
6563,-1,1,-1,-1,0.5
6565,-1,1,1,-1,0.5
6570,1,-1,-1,1,0.5
6572,-1,-1,1,1,0.5
6575,-1,-1,-1,1,0.5
6577,1,-1,-1,1,0.5
6581,-1,1,1,-1,0.5
6587,-1,-1,-1,1,0.5
6588,-1,1,-1,-1,0.5
6589,1,-1,1,1,0.5
6590,-1,1,1,-1,0.5
6591,-1,-1,1,1,0.5
6593,1,-1,-1,1,0.5
6594,1,-1,1,1,0.5
6595,-1,1,1,-1,0.5
6596,1,-1,-1,1,0.5
6598,-1,1,1,-1,0.5
6599,-1,1,1,-1,0.5
6601,-1,1,1,1,0.5
6602,1,-1,1,1,0.5
6604,1,-1,1,1,0.5
6607,1,-1,1,1,0.5
6608,1,-1,-1,1,0.5
6612,1,-1,1,1,0.5
6613,-1,1,-1,-1,0.5
6615,-1,-1,-1,1,0.5
6616,1,-1,1,1,0.5
6619,1,1,-1,-1,0.5
6620,1,-1,-1,1,0.5
6621,1,-1,1,1,0.5
6622,-1,1,1,-1,0.5
6623,1,-1,-1,1,0.5
6624,1,-1,-1,1,0.5
6625,-1,-1,-1,1,0.5
6627,1,-1,-1,1,0.5
6628,-1,1,-1,-1,0.5
6629,-1,1,1,-1,0.5
6631,1,-1,1,1,0.5
6632,1,-1,-1,1,0.5
6633,1,-1,1,1,0.5
6646,-1,1,-1,-1,0.5
6647,1,-1,1,1,0.5
6650,-1,1,-1,-1,0.5
6653,1,-1,-1,1,0.5
6655,-1,1,1,-1,0.5
6656,1,-1,1,1,0.5
6657,1,-1,1,1,0.5
6658,1,-1,1,1,0.5
6659,-1,-1,-1,1,0.5
6663,1,-1,1,1,0.5
6668,-1,-1,1,1,0.5
6670,-1,1,1,-1,0.5
6672,-1,1,1,-1,0.5
6673,-1,1,-1,-1,0.5
6674,1,-1,1,1,0.5
6675,1,-1,1,1,0.5
6676,-1,1,-1,-1,0.5
6677,1,-1,1,1,0.5
6678,-1,1,1,-1,0.5
6679,-1,1,1,-1,0.5
6680,-1,-1,1,1,0.5
6681,1,-1,1,1,0.5
6682,1,-1,-1,1,0.5
6685,-1,1,1,-1,0.5
6688,-1,1,-1,-1,0.5
6690,-1,-1,1,1,0.5
6691,1,-1,1,1,0.5
6692,-1,-1,1,1,0.5
6695,1,-1,-1,1,0.5
6696,-1,1,-1,-1,0.5
6699,1,-1,-1,1,0.5
6700,1,-1,-1,1,0.5
6701,1,-1,1,1,0.5
6702,-1,1,-1,1,0.5
6703,1,-1,-1,1,0.5
6704,1,-1,-1,1,0.5
6705,1,-1,-1,1,0.5
6706,-1,1,-1,-1,0.5
6707,1,-1,1,1,0.5
6708,1,-1,-1,1,0.5
6709,1,-1,1,1,0.5
6712,1,-1,-1,1,0.5
6713,1,-1,1,1,0.5
6715,-1,1,1,-1,0.5
6716,-1,-1,1,1,0.5
6717,1,1,1,-1,0.5
6718,1,-1,-1,1,0.5
6724,-1,1,-1,-1,0.5
6726,-1,1,-1,-1,0.5
6729,1,-1,1,1,0.5
6731,1,-1,-1,1,0.5
6734,1,-1,-1,1,0.5
6735,1,-1,1,1,0.5
6736,1,-1,-1,1,0.5
6739,1,-1,1,1,0.5
6740,-1,1,1,1,0.5
6741,-1,1,1,-1,0.5
6743,1,-1,1,1,0.5
6744,-1,1,1,-1,0.5
6745,1,-1,-1,1,0.5
6746,-1,1,1,-1,0.5
6749,-1,1,1,-1,0.5
6752,-1,1,-1,-1,0.5
6753,1,-1,-1,1,0.5
6755,-1,1,1,-1,0.5
6756,1,-1,-1,1,0.5
6757,1,-1,1,1,0.5
6759,1,-1,1,1,0.5
6760,-1,-1,-1,1,0.5
6763,-1,-1,1,1,0.5
6766,1,-1,1,1,0.5
6767,1,-1,-1,1,0.5
6768,-1,-1,1,1,0.5
6769,1,1,1,1,0.5
6771,1,-1,1,1,0.5
6772,-1,1,1,-1,0.5
6774,-1,1,-1,-1,0.5
6776,1,-1,1,1,0.5
6777,-1,1,1,-1,0.5
6778,-1,1,-1,-1,0.5
6779,1,-1,1,1,0.5
6781,1,-1,-1,1,0.5
6787,1,-1,1,1,0.5
6792,1,-1,1,1,0.5
6793,-1,1,-1,-1,0.5
6794,1,1,1,-1,0.5
6795,-1,1,1,-1,0.5
6796,-1,1,1,-1,0.5
6797,1,-1,1,1,0.5
6798,1,-1,1,1,0.5
6800,-1,1,-1,-1,0.5
6801,-1,1,-1,-1,0.5
6802,1,-1,1,1,0.5
6803,1,1,1,1,0.5
6804,-1,1,-1,-1,0.5
6805,1,-1,1,1,0.5
6806,-1,1,1,-1,0.5
6808,-1,-1,1,1,0.5
6812,-1,1,-1,-1,0.5
6813,1,-1,-1,1,0.5
6814,1,-1,-1,1,0.5
6817,1,-1,1,1,0.5
6819,1,1,-1,1,0.5
6821,1,1,-1,-1,0.5
6822,1,-1,1,1,0.5
6824,-1,1,1,-1,0.5
6825,1,1,1,-1,0.5
6828,-1,1,-1,-1,0.5
6831,1,-1,-1,1,0.5
6832,1,1,-1,1,0.5
6834,-1,1,1,-1,0.5
6835,1,-1,1,1,0.5
6836,-1,1,1,-1,0.5
6838,1,-1,-1,1,0.5
6839,-1,1,1,-1,0.5
6840,1,1,1,-1,0.5
6841,-1,1,1,-1,0.5
6844,-1,1,1,-1,0.5
6845,1,-1,-1,1,0.5
6846,-1,1,1,-1,0.5
6847,1,-1,-1,1,0.5
6848,-1,1,1,-1,0.5
6849,-1,1,-1,-1,0.5
6850,1,-1,1,1,0.5
6852,1,-1,1,1,0.5
6853,1,-1,-1,1,0.5
6854,1,-1,1,1,0.5
6856,1,-1,-1,1,0.5
6860,-1,1,1,-1,0.5
6861,1,-1,1,1,0.5
6862,1,-1,1,1,0.5
6866,-1,1,-1,-1,0.5
6869,1,-1,1,1,0.5
6870,1,-1,1,1,0.5
6874,1,-1,-1,1,0.5
6877,-1,1,-1,-1,0.5
6879,-1,1,1,-1,0.5
6880,1,-1,1,1,0.5
6881,1,-1,-1,1,0.5
6882,-1,-1,-1,1,0.5
6883,1,-1,-1,1,0.5
6890,1,-1,1,1,0.5
6891,-1,1,1,-1,0.5
6892,1,-1,1,1,0.5
6893,1,-1,-1,1,0.5
6895,-1,1,1,-1,0.5
6896,1,-1,1,1,0.5
6897,-1,1,1,-1,0.5
6898,-1,1,-1,-1,0.5
6900,1,-1,-1,1,0.5
6901,1,-1,1,1,0.5
6903,1,-1,-1,1,0.5
6904,-1,1,-1,-1,0.5
6906,-1,1,1,-1,0.5
6913,-1,1,1,-1,0.5
6914,1,-1,-1,1,0.5
6915,1,-1,1,1,0.5
6916,-1,-1,1,1,0.5
6920,1,-1,-1,1,0.5
6921,1,-1,-1,1,0.5
6923,1,-1,-1,1,0.5
6924,1,-1,1,1,0.5
6927,-1,1,-1,-1,0.5
6929,1,-1,-1,1,0.5
6930,-1,1,-1,-1,0.5
6931,1,-1,-1,1,0.5
6932,-1,1,-1,-1,0.5
6933,-1,1,-1,-1,0.5
6935,-1,1,1,-1,0.5
6936,-1,1,-1,-1,0.5
6937,-1,-1,1,1,0.5
6940,1,-1,-1,1,0.5
6941,1,-1,1,1,0.5
6942,1,-1,-1,1,0.5
6944,1,-1,1,1,0.5
6945,-1,1,1,-1,0.5
6948,-1,1,1,-1,0.5
6952,1,-1,-1,1,0.5
6953,-1,1,-1,-1,0.5
6955,1,-1,1,1,0.5
6958,1,-1,1,1,0.5
6960,-1,1,-1,-1,0.5
6961,1,-1,-1,1,0.5
6962,-1,1,-1,-1,0.5
6964,-1,1,-1,-1,0.5
6965,1,-1,-1,1,0.5
6967,-1,1,1,-1,0.5
6968,-1,1,-1,1,0.5
6975,1,-1,-1,1,0.5
6979,1,-1,1,1,0.5
6980,-1,1,-1,-1,0.5
6982,1,-1,1,1,0.5
6985,1,1,-1,-1,0.5
6987,-1,1,1,-1,0.5
6989,-1,-1,-1,1,0.5
6991,-1,1,1,-1,0.5
6993,-1,1,1,-1,0.5
6994,1,-1,-1,1,0.5
6995,-1,1,-1,1,0.5
7000,1,-1,-1,1,0.5
7001,1,-1,1,1,0.5
7002,1,-1,1,1,0.5
7003,-1,-1,1,1,0.5
7005,1,-1,-1,1,0.5
7009,-1,1,-1,-1,0.5
7010,1,-1,1,1,0.5
7011,1,-1,1,1,0.5
7015,-1,1,-1,-1,0.5
7016,1,-1,-1,1,0.5
7017,1,-1,1,1,0.5
7020,-1,1,1,-1,0.5
7024,1,-1,-1,1,0.5
7025,-1,1,-1,-1,0.5
7026,1,-1,1,1,0.5
7032,1,-1,-1,1,0.5
7033,-1,1,1,-1,0.5
7035,-1,1,-1,-1,0.5
7037,1,-1,-1,1,0.5
7042,1,-1,-1,1,0.5
7043,1,-1,-1,1,0.5
7044,-1,1,1,-1,0.5
7045,1,-1,-1,1,0.5
7047,-1,1,1,-1,0.5
7048,-1,1,-1,-1,0.5
7050,1,-1,-1,1,0.5
7051,1,-1,-1,1,0.5
7052,-1,1,1,-1,0.5
7055,1,-1,1,1,0.5
7057,-1,1,1,-1,0.5
7059,1,-1,1,1,0.5
7060,-1,-1,1,1,0.5
7061,-1,1,1,-1,0.5
7063,-1,1,1,-1,0.5
7064,1,-1,1,1,0.5
7069,-1,1,1,-1,0.5
7072,-1,1,-1,-1,0.5
7073,1,-1,-1,1,0.5
7076,-1,-1,-1,1,0.5
7077,-1,1,1,-1,0.5
7078,1,-1,-1,1,0.5
7082,1,-1,1,1,0.5
7083,1,-1,-1,1,0.5
7087,1,-1,-1,1,0.5
7090,-1,1,1,-1,0.5
7091,1,-1,1,1,0.5
7092,-1,1,-1,-1,0.5
7093,1,-1,1,1,0.5
7094,-1,1,-1,-1,0.5
7095,-1,1,1,-1,0.5
7096,-1,1,1,-1,0.5
7097,-1,-1,-1,1,0.5
7098,-1,1,1,-1,0.5
7099,-1,1,-1,-1,0.5
7109,-1,1,-1,-1,0.5
7110,1,-1,1,1,0.5
7111,-1,1,1,-1,0.5
7114,1,1,-1,1,0.5
7115,1,-1,-1,1,0.5
7118,1,1,1,-1,0.5
7120,-1,-1,1,1,0.5
7121,1,-1,1,1,0.5
7126,-1,1,-1,-1,0.5
7127,1,-1,-1,1,0.5
7128,-1,1,1,-1,0.5
7129,1,-1,-1,1,0.5
7130,1,-1,1,1,0.5
7137,-1,1,1,-1,0.5
7139,1,1,-1,-1,0.5
7143,-1,-1,1,1,0.5
7144,-1,1,-1,-1,0.5
7147,1,-1,1,1,0.5
7149,1,-1,-1,1,0.5
7150,1,-1,1,1,0.5
7154,-1,1,1,-1,0.5
7155,1,-1,-1,1,0.5
7156,1,-1,1,1,0.5
7160,-1,1,1,-1,0.5
7161,1,1,1,1,0.5
7167,1,-1,1,1,0.5
7168,1,-1,-1,1,0.5
7169,1,-1,-1,1,0.5
7170,1,-1,1,1,0.5
7171,1,-1,-1,1,0.5
7172,-1,1,-1,-1,0.5
7174,-1,-1,1,1,0.5
7176,-1,1,-1,-1,0.5
7177,1,-1,1,1,0.5
7178,-1,1,-1,-1,0.5
7181,-1,-1,-1,1,0.5
7182,1,-1,1,1,0.5
7184,1,-1,-1,1,0.5
7186,1,-1,-1,1,0.5
7187,1,-1,1,1,0.5
7188,1,-1,-1,1,0.5
7189,1,-1,1,1,0.5
7193,1,-1,1,1,0.5
7194,1,-1,1,1,0.5
7196,-1,1,1,-1,0.5
7198,-1,1,-1,-1,0.5
7200,-1,-1,-1,1,0.5
7203,-1,1,-1,-1,0.5
7204,-1,1,-1,-1,0.5
7205,1,-1,-1,1,0.5
7207,1,-1,-1,1,0.5
7209,-1,1,-1,-1,0.5
7212,-1,-1,-1,1,0.5
7214,-1,1,-1,-1,0.5
7215,-1,1,-1,-1,0.5
7216,-1,1,-1,-1,0.5
7217,1,-1,-1,1,0.5
7218,-1,1,-1,-1,0.5
7221,1,-1,1,1,0.5
7223,1,-1,1,1,0.5
7228,-1,1,-1,-1,0.5
7234,-1,1,1,-1,0.5
7235,-1,1,1,-1,0.5
7236,-1,1,1,-1,0.5
7237,1,-1,-1,1,0.5
7238,1,-1,-1,1,0.5
7242,-1,1,-1,-1,0.5
7243,-1,1,-1,-1,0.5
7246,-1,1,-1,-1,0.5
7247,-1,1,-1,-1,0.5
7249,-1,1,-1,-1,0.5
7250,1,-1,-1,1,0.5
7251,1,-1,1,1,0.5
7253,-1,1,-1,-1,0.5
7254,-1,-1,-1,1,0.5
7255,1,1,1,-1,0.5
7256,-1,1,-1,-1,0.5
7257,1,-1,1,1,0.5
7260,-1,1,-1,-1,0.5
7268,1,-1,1,1,0.5
7269,1,-1,1,1,0.5
7270,1,1,-1,-1,0.5
7277,-1,1,1,-1,0.5
7279,-1,1,1,-1,0.5
7280,-1,1,1,1,0.5
7283,1,-1,1,1,0.5
